PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73289527|"TM356450"|"AN3817"|"ACT"|229900|"156"|"Rocky Hill Rd"||175||"02769"|"U"|"Don't miss the opportunity to build your dream home on almost 2 acres of this buildable lot. Perc test complete. Pre existing, legal non conforming lot. Buildable as far as zoning by laws are concerned for the town of Rehoboth.   Buyers to do all due diligence. Parcel lot between 152 & 160 Rocky Hill Rd."|3|9/17/2024 10:27:00 AM|0|"N"||"Bristol"|"MA"|"A"|86572|1.99|"A"|"I"|"A,C"|"N"|||||"B"|"U"
"LD"|73289701|"BB807830"|"AN3108"|"ACT"|1500000|"Lot 2"|"Chapin Road"||39|"NCR"|"02459"|"N"|"Rarely available land - breathtakingly beautiful, undeveloped land accessible from the end of Chapin Road, a cul-de-sac in the heart of Newton Centre. A secluded setting with old-growth trees and lush, gorgeous landscape, the larger parcel totaling 30,209 sqft has already been approved by the City of Newton for subdivision and building, and can be subdivided into two adjoining parcels: Lot 2 with 15,199 sqft and Lot 3 offering 15,010 sqft. Abutting Mason Rice/Newton Centre Playground. See MLS #73289702 for Lot 3 and MLS #73289704 for the entire larger parcel of 32,713 sqft. An unbelievable opportunity to develop single family homes in Newton Centre! One single family home on Lot 2 and one single family home on Lot 3. SELLER IN THE PROCESS OF COMPLETING REQUIRED ROADWORK AND INFRASTRUCTURE FOR LOT DIVISION. SEE BROKER FOR DETAILS."|8|9/12/2024 10:54:00 PM|0|"N"||"Middlesex"|"MA"|"A"|15199|0.35|"B,H,J"|"I,M,X"|"A"|"N"|||||"F"|"N"
"LD"|73289702|"BB807830"|"AN3108"|"ACT"|1400000|"Lot 3"|"Chapin Road"||39|"NCR"|"02459"|"N"|"Rarely available land - breathtakingly beautiful, undeveloped land accessible from the end of Chapin Road, a cul-de-sac in the heart of Newton Centre. A secluded setting with old-growth trees and lush, gorgeous landscape, the larger parcel totaling 30,209 sqft has already been approved by the City of Newton for subdivision and building, and can be subdivided into two adjoining parcels: Lot 2 with 15,199 sqft and Lot 3 offering 15,010 sqft. Abutting Mason Rice/Newton Centre Playground. See MLS #73289701 for Lot 2 and MLS #73289704 for the entire larger parcel of 32,713 sqft. An unbelievable opportunity to develop single family homes in Newton Centre! One single family home on Lot 2 and one single family home on Lot 3. SELLER IN THE PROCESS OF COMPLETING REQUIRED ROADWORK AND INFRASTRUCTURE FOR LOT DIVISION. SEE BROKER FOR DETAILS."|8|9/12/2024 10:55:00 PM|0|"N"||"Middlesex"|"MA"|"A"|15010|0.34|"B,H,J"|"I,M,X"|"A"|"N"|||||"F"|"N"
"LD"|73289704|"BB807830"|"AN3108"|"ACT"|2800000|"Lots 2 & 3"|"Chapin Road"||39|"NCR"|"02459"|"N"|"Rarely available land - breathtakingly beautiful, undeveloped land accessible from the end of Chapin Road, a cul-de-sac in the heart of Newton Centre. A secluded setting with old-growth trees and lush, gorgeous landscape, this larger parcel totaling 32,713 sqft has already been approved by the City of Newton for subdivision and building, and can be subdivided into two adjoining parcels: Lot 2 with 15,199 sqft and Lot 3 offering 15,010 sqft. Abutting Mason Rice/Newton Centre Playground. See MLS #73289701 for Lot 2 and MLS #73289702 for Lot 3. An unbelievable opportunity to develop two single family homes in Newton Centre!  One single family home on Lot 2 and one single family home on Lot 3. SELLER IN THE PROCESS OF COMPLETING REQUIRED ROADWORK AND INFRASTRUCTURE FOR LOT DIVISION. SEE BROKER FOR DETAILS."|10|5/8/2025 9:49:00 PM|0|"N"||"Middlesex"|"MA"|"A"|32713|0.75|"B,H,J"|"I,M,X"|"A"|"N"|||||"F"|"N"
"LD"|73290655|"CN217234"|"AN5851"|"ACT"|148000|"Lot 2"|"Pulaski Blvd"||33||"02019"|"N"|"3.25 Acres with potential for a residential home located in a convenient commuter location close to shopping, schools, highway access, and T-Station. Miles of biking and walking-jogging trails also nearby. Sewer/pump connection available onsite, utilities at the street."|10|5/22/2025 7:28:00 PM|0|"N"||"Norfolk"|"MA"|"A"|141570|3.25|"A,C,E"|"G,K,U"|"A"|"N"||||"N"|"B"|"N"
"LD"|73290863|"BB923685"|"AN6199"|"ACT"|2950000|"9"|"Willard Road"||12||"02445"|"N"|"Unique opportunity! Bring your builder and create your dream home in the heart of Fisher Hill! 11,338 sf level lot with foundation and plans for a 4 bedroom, 3.5 bath classic brick colonial home with 4,825 square feet of space (on 3 levels) and a 2 car detached garage with shed. Gourmet kitchen opens to the den, dining and living room. First floor covered porch and terrace, perfect for al fresco dining. Exceptional location, close to Fisher Hill Park, Runkle School, public transportation, shopping, dining, an easy commute to Boston, Longwood medical area and Cambridge. Modifications to the plans subject to review and approval. Buyer to verify all information."|5|1/10/2025 12:36:00 PM|0|"N"||"Norfolk"|"MA"|"A"|11338|0.26|"A"|"D"|"A"|"N"||"N"|||"B"|"N"
"LD"|73290979|"BB806211"|"BB9146"|"ACT"|99900|"15"|"Henry Joseph Dr"||432||"01570"|"N"|"Approved new septic plan in hand! Cannot find a home why not build!! Welcome to Sutton Estates! This beautiful location is an incredible spot to build the home of your dreams!! Located on a non-thru road this is a perfect commuter location!  Bring your plans and your vision to build exactly what you are looking for!! Road is subject to being finished and applied for town acceptance in the near future. All curbs,structures and finished asphalt will be completed at that time."|3|9/18/2024 6:52:00 PM|0|"N"||"Worcester"|"MA"|"A"|67291|1.54|"B,C,F,G,H,O"|"D,E,H,I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73292250|"TM326358"|"AN7494"|"ACT"|95000|"0"|"Allen Rd"||867||"01007"|"N"|"Discover your own slice of paradise with this stunning 6.6-acre lot near the Quabbin Reservoir. This private oasis offers a perfect blend of tranquility and natural beauty, surrounded by lush woodlands and vibrant wildlife. Imagine waking up to the sounds of nature, with ample space to build your dream home nestled among towering trees.This serene location is ideal for those seeking peace and privacy while still being within reach of charming nearby towns.Embrace the chance to create your ideal retreat in this captivating natural setting—your dream home awaits! Previous seller was ready to build and has a lot of the site planning done. Check the attached documents!"|6|9/19/2024 8:41:00 AM|0|"N"||"Hampshire"|"MA"|"A"|289195|6.64|"A"|"G,I,K"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73293034|"CT004352"|"AC1267"|"ACT"|2400000|"196 -198"|"Turnpike Rd"||408||"01581"|"N"|"196 &198 Turnpike Road make up 2.14 acres of flat land directly on Route 9.  This site offers 558’ of frontage and contains four curb cuts, offering ease of accessibility.  The flexible Highway Business Zoning allows for a multitude of uses on this site."|4|9/20/2024 1:22:00 PM|0|"N"||"Worcester"|"MA"|"C"|93218|2.14||"O"|"D"|"N"|||||"A"|"N"
"LD"|73293597|"TM309913"|"AN8613"|"ACT"|290000|"44"|"Seabrook Road"||345||"01952"|"N"|"6 Acres! Zoned R2 - Many uses to include Single Family, (Accessory Apartment Dwelling with Special Permit) Agricultural, Raising or Keeping of Livestock, ** Horses and Poultry ** and much more. Please do not walk land without List Agent. Buyers and Buyers Agent to do their Due Diligence."|3|9/23/2024 12:30:00 PM|0|"N"||"Essex"|"MA"|"A"|261360|6|"A"|"H,I,U"|"A,E"|"N"|||||"B"|"N"
"LD"|73293945|"CN242345"|"AN6528"|"ACT"|699900|"XOXO"|"River Rd"||3161||"06279"|"N"|"Developer wanted! 85.98 acres with 2,313' of road frontage is 30 seconds from I-84 exit 70. 4% interest construction loans available to developers, numerous programs sponsored by the state to address CT's affordable housing crisis, defined as at least 20% affordable & 50% moderate income level units, including state subsidized & non-subsidized units, senior 55+ and assisted living units. Public act 87-441 provides grants, loans & deferred loans for acquiring land. CHFA tax credits to developers up to $10 million annually. Per 2024 law affordable rental units to be assessed/taxed based on net rental income, not market value. Besides frontage for lots, the land has a nearly level area 250' x 600' parallel to RT 32. Willington's only senior housing facility, Willington Woods, is a 32 unit 70' x 200' building. Land abuts trout stocked Roaring Brook, diagonal across from town park with fields, pavilion & paved level walking trail. Google says 23 min to Hartford, 13 min to Rockville Hospital"|33|9/24/2024 9:49:00 AM|0|"N"||"Tolland"|"CT"|"A"|3745288|85.98|"A,C"|"E,I,K"|"A,E"|"Y"|"P"|"Y"|"D"||"B"|"N"
"LD"|73294523|"M9500012"|"M95398"|"ACT"|299000|"0"|"Cabot"||862||"01085"|"N"|"Property is Chapter 61A - Buyer to verify their intended use - P&S would be subject to the city waving its first right of refusal which would take 45-60 days from their notice which will be given as soon as P&S is signed. Many possibilities"|1|9/25/2024 10:28:00 AM|0|"N"||"Hampden"|"MA"|"A"|225057|5.17||"D"|"A"|"N"|||||"B"|"N"
"LD"|73294579|"CT009071"|"D95214"|"EXT"|130000|"254"|"W River Rd"||1105||"03106"|"N"|"Approximately 1/2 acre condominium lot available for sale on highly traveled Rte.3A (approx. 13,000 CPD) Hooksett, NH with a second curb on the side road for possibledrive-thru use. Very flexible commercial zoning allowing many uses such as retail, office, daycare, medical, convenience/gas, restaurant, and more.  Water/Sewer is available the street. The Pizza Man of Hooksett and Merrivale Ice Cream. See attached plans.There is also a 3/4 acre condominium lot available on the site at the opposite end with good frontage. This could possibly be used for a business requiring a drive thru. Curb cuts are in place and ready for use. Asking price for this lot is $200,000;.00. See attached plan."|5|9/25/2024 11:32:00 AM|0|"N"||"Merrimack"|"NH"|"C"|21145|0.49|"A,E"|"D"|"G"|"N"|||||"A"|"N"
"LD"|73294662|"H3683383"|"AN1949"|"ACT"|100000|"0"|"off Bridge St"||1021||"03447"|"N"|"Discover Riverfront at Berlin, a 4.6-acre industrial business site located along the beautiful Androscoggin River in Berlin, NH. This prime piece of real estate offers a unique opportunity to own a waterfront property close to Downtown Berlin. Boasting 763 feet of river frontage and access from Bridge St to the North, this site is ideal for a variety of industrial business uses. Utilities such as 3-phase power are available at the street, providing convenience and functionality for potential development. Whether it's for manufacturing, production, or another industrial purpose, Riverfront at Berlin presents an exceptional location with great potential. Don't miss this chance to own a riverside property in a thriving area of New Hampshire."|3|9/25/2024 12:49:00 PM|0|"N"||"Coos"|"NH"|"C"|200375|4.6||"O"|"G,H,I,J,D"|"Y"|"D,I,L,R"|"Y"|"N"||"B,C"|"N"
"LD"|73294790|"BB903278"|"BB4624"|"ACT"|425000|"170"|"Elm Street"||205||"02341"|"U"|"ATTENTION: PRIVACY FOR NATURE LOVERS OR FARMERS! MIXED USE PRIME RESIDENTIAL & FOREST.  2 LOTS (8C-F is 23.60 acres+/- and 8F-F is 4 acres+/- to be sold together with approximately 75"" of frontage.  Don’t miss this incredible opportunity to own a vast 27.60 acre parcel of raw land in beautiful Hanson, MA! This unique property consists of endless possibilities for your vision—whether it’s a massive hiking trail, hobby farm or residential development. Key Features: Prime Location: Nestled in a serene area.  Perfect for residential development, recreational use, or a tranquil retreat.  Buyers and their agents to perform due diligence regarding the 61 catagory for Agricultural protection.   Priced to Sell!  Make appointment today to seize this remarkable opportunity and make this land your own! Don't wait—this deal won’t last. This land parcel  is divided into 2 lots."|9|3/19/2025 11:40:00 AM|0|"N"||"Plymouth"|"MA"|"F"|1202256|27.6||"I"|"D"|"N"||"N"|||"B"|"U"
"LD"|73295037|"CN216907"|"AN2436"|"ACT"|675000|"506"|"North Main St"||201||"02025"|"N"|"REAR LOT:  BUILDERS PACKAGE. 49,648 Sq Ft.  Approvals by town for Single Family Home... Conservation Approvals done and recorded.  Perc's done and completed.   See plans (attached) for wetlands.  Build your dream home in beautiful Cohasset!"|1|9/25/2024 9:21:00 PM|0|"N"||"Norfolk"|"MA"|"A"|49648|1.14|"B"|"O"|"A"|"N"||"N"|||"B"|"N"
"LD"|73295038|"CN216907"|"AN2436"|"ACT"|575000|"512"|"North Main St"||201||"02025"|"N"|"FRONT LOT WITH EXISTING SF HOME.  Tear down or build new!  . BUILDERS PACKAGE. 25,552 Sq Ft. lot.   Approvals by town for Single Family Home..Conservation Approvals done and recorded.  Perc's done and completed.   See plans (attached) for wetlands.  Build your dream home"|1|9/25/2024 9:22:00 PM|0|"N"||"Norfolk"|"MA"|"A"|25552|0.59|"B"|"O"|"A"|"N"||"N"|||"B"|"N"
"LD"|73295187|"E0000CAF"|"M95388"|"ACT"|110000|"60"|"Stone Hill Road"||515||"01367"|"N"|"Ready for some Glamping while you contemplate the design of your new home? Check out this remarkable piece of land. It is just under 10 acres with a 12x12 shed and a 4x12 screened-in porch for temporary use and storage to help you build your home. The driveway is in and leads to a clearing and a perfect place to site your new home. Follow the path down to Burton Brook and then to the pond. Located on a quiet country road, less than 5 minutes to Pelham Lake Recreation Area—20 Minutes to Berkshire East, Zoar Outdoors, and Wilmington, VT, for year-round entertainment."|28|9/26/2024 9:37:00 AM|0|"N"||"Franklin"|"MA"|"A"|420528|9.65|"A,C,E,K"|"D,I,K,U"|"A"|"Y"|"E,J"||||"B"|"N"
"LD"|73295190|"CN217394"|"AN5472"|"ACT"|46000|"0"|"S Chesterfield Rd"||534||"01032"|"N"|"Level 3.16 acre lot in the lovely hill town of Goshen. Create your dream home nestled in the woods. About 25 minutes to Northampton, have the best of both worlds by building a commutable country retreat!"|4|9/26/2024 9:43:00 AM|0|"N"||"Hampshire"|"MA"|"A"|137649|3.16|"A,C,E"|"B,D,G,I"|"A"|"N"||||"N"|"B"|"N"
"LD"|73295263|"K9502934"|"AN4212"|"ACT"|149900|"Lots A&C"|"Federal St"||867||"01007"|"N"|"Rare find to have a large lot found in a Lake Community with town water and sewer.  This is two lots being combined together for the buyers future enjoyment.Arcadia Lake and Holland Pond offer swimming, fishing and non-motorized boating.  These lots have been owned by the same family for many years they shared with me the joy and fun they would have fishing, swimming and hiking through their land and hope that the new owners will do the same.  If you like foraging for mushrooms I am told the property holds some wonderful bolete mushrooms and blackberries.  With winter coming upon us don't wait for the snow to fly to check out this lot.  There is currently a storage shed on the property that will convey.  Some clearing and leveling has begun.  This property is 7 miles from UMASS Amherst."|7|7/20/2025 9:56:00 AM|0|"N"||"Hampshire"|"MA"|"A"|329314|7.56|"A,C,E"|"I,N"|"A"|"N"|||||"B"|"N"
"LD"|73295416|"CN256156"|"AN8404"|"ACT"|799000|"12"|"South St"||559||"01225"|"N"|"Property on corner of busy 4 way stoplight in the heart of town with 256 ft of frontage. High visibility and high traffic count: 11,777 on average. Multi-zoned for multiple different uses & possibilities. The source of all representations are from the seller or a public source; broker has not verified same. It is recommended that buyer independently verify all information."|16|9/26/2024 2:00:00 PM|0|"N"||"Berkshire"|"MA"|"F"|74052|1.7||"D,J,U,O"|"H"|"N"|||||"B"|"U"
"LD"|73296409|"CT002524"|"G80038"|"ACT"|20000000|"300"|"Ames Pond Dr"||373||"01876"|"N"|"Now Permitted Under Updated Zoning Regulations: Banquet Halls, Event or Conference Centers, Battery Energy Storage Systems (BESS), Cold Storage Warehouses, Data Centers, and Light Industrial Warehousing.One of the final prime development opportunities in the Merrimack Valley, located just 25 minutes north of Boston. It boasts an incredibly convenient location, directly off Route 495 on the busy Rt 133 at the Andover/Tewksbury line. Spanning 30.8 acres of buildable land, the site features a long private entrance and is pad ready, with existing sewer, water, and electric infrastructure, along with stormwater management for the access road and a detention pond for future parking.  Additionally, the property includes a spectacular 77.2-acre pond known as Ames Pond, offering stunning views that enhance its appeal. Two bonus parcels are also included—one measuring 6.5 acres and the other 3.1 acres—providing further development potential.  Any interested parties can buy the property outright"|10|9/30/2024 1:07:00 PM|0|"N"||"Middlesex"|"MA"|"C"|5131368|117.8||"Q,X"|"G,D"|"Y"|"E"||||"A"|"N"
"LD"|73296764|"E8000061"|"AN8246"|"ACT"|150000|"Lot A"|"Kingman Rd"||526||"01002"|"N"|"Excellent buildable lot in neighborhood. Bring your own builder. Borders a small valley with seasonal brook. Short walk to Cushman Village in North Amherst. Possible solar site in a very quiet neighborhood close to UMass, Downtown Amherst and North Square. ANR (Approval Not Required) ready to go in the RN zoning district."|1|10/1/2024 10:54:00 AM|0|"N"||"Hampshire"|"MA"|"A"|35719|0.82|"A,C,E"|"G,H,I,K"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73298551|"M8001114"|"AN4368"|"ACT"|1300000|"0"|"Kingstown Way"||209||"02332"|"N"|"Great opportunity to own mixed use land on Rte 53 in Duxbury. This parcel is being sold along with 382 Kingstown Way MLS#73298550, an adjacent piece of land (also totaling .35 acres). Both parcels add up to 221.20 ft. of frontage and .70 acres on Rte 53. Zoned NB-1 (neighborhood business), there are many options here, check the table of uses on town website."|11|10/3/2024 9:04:00 PM|0|"N"||"Plymouth"|"MA"|"F"|15046|0.35|"A"|"D,I"|"D"|"N"|||||"A"|"N"
"LD"|73299351|"CT004352"|"AC1267"|"ACT"|1400000|"39"|"West St"||35||"02053"|"N"|""|1|10/7/2024 11:46:00 AM|0|"N"||"Norfolk"|"MA"|"A"|64364|1.47||"D"|"B"|"N"|||||"A"|"N"
"LD"|73299521|"G0003000"|"AN5558"|"ACT"|79900|"18-20"|"Old W Brookfield Rd"||423||"01535"|"N"|"4 FOR 1! Four lots for the price of just one in North Brookfield, MA at the intersection of Old West Brookfield Road and Tucker Cross Road. The lots total almost 7 acres and are for sale as a package to maximize privacy. Wonderful views in an area dominated by Nature with wetlands and a Priority Habitat area which determines where the lots’ building sites can be. Wetlands on the property have been delineated and flagged by a licensed wetlands scientist. Only 10 minutes to Route 9 and just 30 minutes to Worcester. Near numerous State Forests and the extraordinary Quabbin Reservoir. The lots are 18 & 20 Old West Brookfield Road, and 2 & 4 Tucker Cross Road. Owner financing may be available."|7|10/7/2024 4:39:00 PM|0|"N"||"Worcester"|"MA"|"A"|296643|6.81|"A,C"|"D,G"|"D"|"Y"|"P,M"||||"F"|"N"
"LD"|73299528|"G0003000"|"AN5558"|"ACT"|169900|"61"|"Bates St"||423||"01535"|"N"|"Stunning 47- acre lot located on Bates Street in North Brookfield. Incredible private house site, backed by an old stone wall, with mature forest behind you and high-growth pastureland in front. Gorgeous views across the marshland on the lower part of the property are available via selective cutting. Only 10 minutes to Route 9 and just 30 minutes to Worcester. Near numerous State Forests and the amazing Quabbin Reservoir."|10|10/7/2024 4:46:00 PM|0|"N"||"Worcester"|"MA"|"A"|2029896|46.6||"G,I,X"|"A,D"|"Y"|"P"||||"F"|"N"
"LD"|73299799|"E9500730"|"AN1019"|"ACT"|135000|"0"|"Long Plain Road"||525||"01093"|"N"|"Build your own custom home on this parcel conveniently located close to I-91 and just 15 minutes from Northampton. Land has been perced, electricity at the road, and town water available.  Located along a quiet section of Long Plain Road, zoned A/R-1 and A/R-2. The building envelope is located within the less restrictive A/R1 zone of the parcel.  The remaining land affords a privacy buffer in all directions -- a perfect location for putting down roots. Wetland Delineation, wetland site plan, DOA to confirm wetland boundary/stream designation (intermittent), and perc test results are available. A full survey is underway by the Seller. With an RDA application to include a site plan, the Whately Conservation Commission will consider approval to expand building 50' into the 100' wetland boundary (already established) should a buyer want to extend the building envelope. Buyer responsible for all due diligence and for verifying intended use."|19|10/8/2024 12:20:00 PM|0|"N"||"Franklin"|"MA"|"A"|317944|7.3|"A,C,E"|"D,G,I,K,W"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73299963|"CN237397"|"AN6259"|"ACT"|199900|"0"|"Auburn Rd"||444||"01527"|"N"|"Attention to BUILDERS!!! 13+acres land in area of big, young houses, great location. This property also could be used for Solar panel farm."|9|10/8/2024 4:34:00 PM|0|"N"||"Worcester"|"MA"|"A"|583591|13.4||"G,I,O"|"D"|"N"|||||"E"|"N"
"LD"|73300321|"CN239603"|"BB3975"|"ACT"|325000|"107"|"Howard Street"||184||"02375"|"N"|"Build your dream home on 1.61 acres of wooded bliss in Easton! Escape the city life & embrace the tranquility of nature with this pristine wooded lot in Easton. Spanning 1.6 acres, this parcel of land offers the perfect canvas to design and construct your dream home.Nestled in the heart of Easton, is country living at its best while still being within easy access to schools, shopping and major highways.With septic already approved and a successful perc complete this lot is ready to come to life.Say goodbye to paperwork and approvals-your dream home awaits! Don't miss this opportunity to own a piece of Easton's natural beauty at an unbeatable price.All permits have been approved by the Town of Easton/Conservation Commission/Building Dept.as of Dec 16, 2024"|2|10/9/2024 12:59:00 PM|0|"N"||"Bristol"|"MA"|"A"|70131|1.61|"B"|"D,G,I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73300498|"CN229943"|"AN6415"|"ACT"|214999|"LOT 18"|"FARMER CIR"||853||"01028"|"N"|"LOT 18 is available! Pristine location for this 1.3 acre buildable lot on a cul de sac.  Close to the center of town, public water and sewer."|4|10/9/2024 4:25:00 PM|0|"N"||"Hampden"|"MA"|"A"|57857|1.33|"G"|"D"|"A,D"|"N"|||||"B"|"N"
"LD"|73300949|"TM360372"|"AN2383"|"ACT"|175000|"0"|"Bradford Lane"||152||"02770"|"N"|"Discover 1.55 acres of scenic, wooded land near Snow's Pond – the perfect opportunity to create your own private retreat. This beautiful parcel offers natural surroundings and tranquility, ideal for those seeking a peaceful setting. Seller makes no representations regarding the property. Buyers are responsible for conducting their own due diligence regarding zoning, permits, and land use."|1|10/10/2024 1:10:00 PM|0|"N"||"Plymouth"|"MA"|"A"|67518|1.55|"A"|"I"|"D"|"N"||"N"|||"B,E"|"N"
"LD"|73300955|"CT004352"|"AC1267"|"ACT"|750000|"339"|"Old Central St"||402||"01503"|"N"|""|1|10/10/2024 1:13:00 PM|0|"N"||"Worcester"|"MA"|"C"|47916|1.1||"D"|"G"|"N"|||||"A"|"N"
"LD"|73301067|"FR800229"|"AN6458"|"ACT"|35000|"0"|"Barton"||2007||"02885"|"N"|"Land for sale in desirable Touisset.  Land has not been perc tested and is currently zoned r40, Agricultural/Residential.  Seller is eager to sell.  Buyer must do all due diligence.  Property us being sold ""as is"".  See the attached info and photos."|1|10/10/2024 3:07:00 PM|0|"N"||"Bristol"|"RI"|"A"|48125|1.1|"A,E"|"G"|"D"|"N"|||||"B"|"N"
"LD"|73301527|"CN200827"|"AC0023"|"ACT"|35000|"0"|"Farm St"||33||"02019"|"N"|"Bellingham MA lot is across from 176 Farm St.... no engineering or plans have been done. Town approval would need to be required to build. Seller looking for an ""as is"" buyer for this parcel."|7|5/29/2025 9:52:00 AM|0|"N"||"Norfolk"|"MA"|"A"|43560|1|"A"|"G,I"|"D"|"N"||"N"|||"C"|"N"
"LD"|73301904|"CN211591"|"AN8621"|"ACT"|125000|"63"|"Holman Street"||456||"01462"|"N"|"2.39 acre wooded, mostly level lot on quiet street, conveniently located close to schools, town center and commuting routes. Sold as is, buyer/buyer agent to perform their own due diligence, to their satisfaction, regarding lot usage and information. Do Not Allow Buyers to Walk Lot Unaccompanied, Notify Listing Agent Before Walking Lot"|4|10/14/2024 12:25:00 PM|0|"N"||"Worcester"|"MA"|"A"|104108|2.39|"A"|"D,H,I"|"A"|"N"||"N"|||"E"|"N"
"LD"|73302979|"TM309944"|"AN0949"|"ACT"|699900|"0"|"Meyer Ln"||324|"HSO"|"01982"|"N"|"Have you ever thought about building your dream home In the prestige area of South Hamilton? Here is your chance! Available is just over a 4 acre lot on the gorgeous street of Meyer Lane. The homes on this street are beautiful and secluded giving you a private oasis feel. Hamilton also offers an incredible school district, a quaint downtown area, as well as a rich equestrian heritage. Enjoy a polo match, farm activities, and in town taverns. Hamilton was also listed as one of the best places to live by Boston Magazine!"|4|1/21/2025 12:03:00 PM|0|"N"||"Essex"|"MA"|"A"|175111|4.02|"A,B,C"|"I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73304358|"H8000307"|"AN4997"|"CTG"|575000|"0"|"Pinnacle Road"||452||"01451"|"N"|"Discover the untapped potential of this expansive 8.7-acre property in the beautiful town of Harvard. Seize this rare opportunity to own an impressive lot nestled in nature's embrace. This estate setting on the scenic and highly coveted Pinnacle Road, offers ultimate privacy and tranquil wooded and orchard views. Enjoy excellent commuter location and Routes 495 and 2. Convenient access to Bare Hill Pond, outstanding schools, public library, Harvard General Store, and vibrant community events. This remarkable lot is ready for your new home!  5 bedroom septic design is approved!"|7|4/24/2025 4:56:00 PM|0|"N"||"Worcester"|"MA"|"A"|378971|8.7|"A"|"I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73304493|"M9501114"|"AN4430"|"ACT"|60000|"Lot 1"|"Old Warren Rd"||866||"01069"|"N"|"Beautiful approved building lot just 2 miles from the MA Pike makes for a great commuter location! This lot is part of Burliegh Estates subdivision, but is not ""IN"" the subdivision. It sits just outside of it and is nestled above overlooking the subdivision."|0|10/21/2024 9:30:00 AM|0|"N"||"Hampden"|"MA"|"A"|63486|1.46|"A,C,E"|"H,I"|"A"|"N"|||||"B"|"N"
"LD"|73304498|"M9501114"|"AN4430"|"ACT"|60000|"Lot 2"|"Old Warren Rd"||866||"01069"|"N"|"Beautiful lot over looking Burliegh Estates Subdivision! Nestled just out side the subdivision this lot offers gorgeous mountain views!"|0|10/21/2024 9:40:00 AM|0|"N"||"Hampden"|"MA"|"A"|56628|1.3||"H,I"|"A"|"N"|||||"B"|"N"
"LD"|73304922|"CT000190"|"K95310"|"ACT"|110000|"0"|"White Ct (Lot 3 - Left Side)"||433||"01516"|"N"|"Nice flat level 2+ Acre lot shown as Lot 3 on attached conceptual plan , wetlands flagged an located plenty of room for driveway with no wetland crossing needed, in area of Blissful Meadows golf course plenty of privacy recent percs indicate low ground water and 7 MPI perc rate (on lot 1) nice mature Pines and plenty of wildlife, minutes to Rte 146 and Blissful Meadows Golf course, Additional lots can be purchased as well separately or a bundle 6-8 lots total See Attached Plan"|13|10/22/2024 11:30:00 AM|0|"N"||"Worcester"|"MA"|"A"|99788|2.29|"A,D"|"D,G"|"A"|"N"||"N"|||"B"|"N"
"LD"|73304923|"CT000190"|"K95310"|"ACT"|120000|"0"|"White Ct (Lot 3)"||433||"01516"|"N"|"Nice 2+ Acre lot shown as Lot 3 on attached conceptual plan (small amount of wetland little to no impact) , in area of Blissful Meadows golf course plenty of privacy recent percs indicate low ground water and 7 MPI perc rate (on lot 1) nice mature Pines and plenty of wildlife, minutes to Rte 146 and Blissful Meadows Golf course, Additional lots can be purchased as well separately or a bundle 6-8 lots total See Attached Plan"|13|10/22/2024 11:31:00 AM|0|"N"||"Worcester"|"MA"|"A"|94743|2.17|"A,D"|"B,D,G"|"A"|"N"||"N"|||"B"|"N"
"LD"|73304927|"BB806211"|"BB9146"|"ACT"|89900|"12"|"Henry Joseph Dr"||432||"01570"|"N"|"Cannot find a home why not build!! Welcome to Sutton Estates! This beautiful location is an incredible spot to build the home of your dreams!! Located on a non-thru road this is a perfect commuter location! Bring your plans and your vision to build exactly what you are looking for!! Road is subject to being finished and applied for town acceptance in the near future. All curbs, structures and finished asphalt will be completed at that time."|2|10/22/2024 11:32:00 AM|0|"N"||"Worcester"|"MA"|"A"|54343|1.25|"B,C,F,G,H,O"|"D,E,H,I"|"A"|"N"||"N"||"N"|"B"|"N"
