PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|BU_TYPE|LOT_SIZE|BLDG_SQ_FEET|PARKING_SPCS|REAL_ESTATE_INCLD
"BU"|73292139|"CN243150"|"AN2936"|"SLD"|125000|"123"|"confidential"||68||"02760"||"A thriving pizza and sub restaurant in an unbeatable location on a busy main road! This popular eatery boasts a diverse menu featuring handcrafted pizzas and gourmet subs, attracting a steady stream of loyal customers. With growing revenue and a strong online presence, the restaurant is perfectly positioned for continued success. The inviting atmosphere and strategic visibility make it a go-to spot for families and commuters alike. This is an incredible opportunity for aspiring restaurateurs to step into a profitable business with immense potential. Don’t miss your chance to own this culinary gem!"|1|9/18/2024 10:16:00 PM|0|"N"|"CN257813"|"AN3817"|114000|11/1/2024||"Bristol"|"MA"|"C"|1400|1400|20|
"BU"|73293298|"BB302364"|"BB5804"|"SLD"|75000|"370"|"S Main St"||30||"02067"||"Great restaurant space in high traffic strip mall. 1195 sf of Table and bar service plus an additional room for private functions. Current permit is for 38 seats but can be increased with back room. Current full liquor license. Full basement for additional storage and equipment. Current lease is approx. $3675. per month which includes Taxes. Landlord would prefer to make a new lease with new business owner. Easy to show m-f. Just reopened as a sports bar."|12|1/14/2025 3:55:00 PM|0|"N"|"H1111111"|"H11111"|55000|4/1/2025||"Norfolk"|"MA"|"B"|9999||15|
"BU"|73297079|"C0401964"|"C95247"|"SLD"|650|"45"|"Bearskin Neck"||327|"28R"|"01966"||"Lovely town of Rockport in the busy section of Bearskin Neck. Approximately 176' of retail space. Tenant pays electric bill and heat. (one bill) One common bathroom from approximately May - October.. Owner pays water and sewer."|1|10/1/2024 5:53:00 PM|0|"N"|"C0401964"|"C95247"|650|11/8/2024||"Essex"|"MA"|"E"|2700|176|0|"N"
"BU"|73300660|"CN253000"|"AN5720"|"SLD"|260000|"0"|"Confidential St,"||204||"02339"||"This well-established Italian pizza restaurant boasts impressive features that drive strong sales, averaging $13,000 per week. It's conveniently located in Hanover, minutes from R-3, and serves customers in Hanover, Pembroke, Marshfield, and Hanson. Enjoy an affordable lease at $3,5000 NNN with 13 years remaining. Maximize revenue with a dedicated delivery truck system. This restaurant in a vibrant commercial plaza offers ample parking and comfortable seating for 20. The fully equipped kitchen features a walk-in freezer and fridge, one/two-section glass door display, two sandwich prep coolers, two fryers, two grills, and triple conveyor ovens. The restaurant makes more sales from pick-up orders This turnkey operation is prime for success"|1|10/9/2024 10:28:00 PM|0|"N"|"CN253000"|"AN5720"|220000|1/7/2025||"Plymouth"|"MA"|"C"|1500||10|
"BU"|73301530|"FR800111"|"AN8116"|"SLD"|29500|"3A"|"Tremont Rd"||117||"02571"||"~~ATTENTION~~ Caterer's, Bakers, and all culinary artists looking for your very own kitchen to create and expand your business. Two large areas, storefront & kitchen totaling just over 880 sq. ft. Sink/cleaning area and bathroom in rear of unit. Plenty of storage, prep and workspace for all your succulent creations! Extensive list of equipment to pass with this opportunity. Convenient location with good traffic count. This is a business only sale."|8|10/11/2024 4:13:00 PM|0|"N"|"fr800111"|"an8116"|15000|12/10/2024||"Plymouth"|"MA"|"E"|10925|884|4|"N"
"BU"|73302573|"BB985053"|"AN4001"|"SLD"|1|"123"|"Confidential St."||1||"02132"||"Offered is a well-established pet care business specializing in dog grooming, boarding, and daycare. With a loyal clientele of over 45 years and a strong reputation for high-quality care, the business offers everything from routine grooming to extended boarding and daily daycare. 6 grooming tables, multiple bathing tubs and two large kennel areas in the basement offers the ability to board up to 50 dogs. Large outdoor area for active daycare along with two private indoor rooms and an employee break room w/private bath. Located in a busy Boston neighborhood, the has become synonymous as a trusted name for local dog owners. It’s recently gone through a rebranding and is ready for a new owner to take it to its next phase! Pricing information, financials and more information provided upon request and signing an NDA."|8|10/15/2024 8:57:00 PM|0|"N"|"BB985053"|"AN4001"|1|12/2/2024||"Suffolk"|"MA"|"M"|99999999||0|
"BU"|73303964|"FR000674"|"NB1609"|"SLD"|100000|"123"|"Moneymaker"||156||"00000"||"LOCATION! LOCATION!Your chance to own a thriving Honeydew Donuts franchise has arrived!This 1,700 sq. ft. full-service coffee,donut,& breakfast sandwich shop is situated in a prime, high-traffic location,with 10,000 vehicles passing by daily!Designed for success,this business offers both a convenient drive-thru window & a comfortable dining area w/ seating for 16 patrons.Are you a motivated, hands-on leader?Then this business model is your path to success!With long-term,reliable staff & a proven revenue stream,you’ll hit the ground running.The contemporary interior boasts modern equipment & fixtures,ensuring a smooth operation.Plus, there’s parking for 15 cars to keep customers flowing in effortlessly.A long-term lease offers stability,with room for further growth.And the best part?Franchiser training for 3 weeks at no cost ensures you’re set up for success. All furniture, fixtures,& equipment are included,making this turn-key opportunity perfect for an owner to grow the business more!"|5|10/18/2024 11:05:00 AM|0|"N"|"FR000674"|"NB1609"|100000|4/18/2025||"Bristol"|"MA"|"C"|13070||15|
"BU"|73304324|"CN217234"|"AN5851"|"SLD"|115000|"12"|"Confidential Way"||1136||"03054"||"Great opportunity to own a fully operational and profitable Salon & Spa business in S. Hillsborough County. Turnkey 2400sf+/- salon space with full hair, nails, massage therapy and esthetician services and equipment available onsite. Step right in today and be your own boss tomorrow. Sale includes FF&E, Inventory & Goodwill. Additional information provided with NDA."|3|10/19/2024 7:45:00 PM|0|"N"|"CN217234"|"AN5851"|115000|10/23/2024||"Hillsborough"|"NH"|"D"|999|2412|20|"N"
"BU"|73305328|"CN232209"|"AN3365"|"SLD"|125000|"267"|"Main St"||432||"01570"||"This is your chance to operate a fully equipped  restaurant in downtown Webster - EL MORRO BAR AND GRILL. Fully functioning latin fusion restaurant with liquor license located in a commercial building on heavy traffic area with high visibility, location offers plenty of ON and OFF street parking. Casual atmosphere with both table and bar seating. Space has enough seating for 40 people inside and 12 outside during warm weather months. Whether you are an experienced restaurant owner or just looking to invest in a lucrative business, this is a great opportunity!"|7|10/23/2024 10:09:00 AM|0|"N"|"CN232209"|"AN3365"|90000|3/12/2025||"Worcester"|"MA"|"B"|15000||40|"N"
"BU"|73306422|"E9500555"|"AN5319"|"SLD"|3750000|"92"|"Old Town House Rd"||119||"02664"||"Dry Dock Marine Corporation, Cape Cod Marine Services Business for Sale – Family Owned for 34 YearsThis well-established marine services business, located in Yarmouth, Cape Cod, has been has been owned and operated by the Richard Family since 1977, and offers a unique opportunity for new ownership. With a strong reputation and deep roots in the local boating community, this business moved into its larger, modern facility in 2009 to better serve its expanding customer base.Key Features:•Prime Location: The business occupies a spacious yard equipped with water and electricity around its perimeter. The facility includes an EPA-approved bottom wash pit and ample boat storage capacity, offering a mix of both rock and asphalt surfaces.•Boat Hauling and Storage: Capable of hauling boats from 15 to 50 feet, the business boasts three hydraulic air ride trailers. The full-service yard allows customers to either manage their own boat maintenance or opt for the in-house services."|14|10/25/2024 12:21:00 PM|0|"N"|"E9500555"|"AN5319"|3500000|6/30/2025||"Barnstable"|"MA"|"M"|182516||10|
"BU"|73306536|"A9503337"|"AC1745"|"SLD"|149000|"200"|"Teaticket Hwy"||107|"TEA"|"02536"||"Have you ever dreamed of being self employed? This business opportunity is ready for you. Step right into the existing business and take over from here or bring your ideas. Save the money, time, and frustration of deal with town hall up fitting an entire store. This shop is operating daily and ready to accommodate your customers. The sale includes all equipment including but not limited to walk in freezer, walk in cooler, ovens, range, hood, dough sheeter, mixer, flash freezer, racks, shelves, pans, food processor, stainless tables, etc. Everything you need is ready to work. Located on Teaticket Highway right next door to Cumberland Farms & across the street from the carwash this is the ideal location. Other tenants within the strip mall include a florist, cleaners, nail salon, wireless company, martial arts and a home medical equipment company. Take advantage of the existing traffic to increase pie sales. Current owner is selling dinner pies, fruit pies, quiches, and some bakery items"|17|10/25/2024 4:07:00 PM|0|"N"|"a9503337"|"ac1745"|140000|5/30/2025||"Barnstable"|"MA"|"C"|0|1250|30|"N"
"BU"|73307295|"A0002431"|"BB9956"|"SLD"|40000|"40-44"|"Harrison Ave 1B"||1|"110"|"02111"||"A cozy Chinatown business space can be any kind of small retail business. It's at the corner lock and 1st floor business, cell phone store currently. Business for sale only, not include inventory. New lease available."|3|10/30/2024 12:46:00 PM|0|"N"|"A0002431"|"BB9956"|33800|4/1/2025||"Suffolk"|"MA"|"K"|350||0|"N"
"BU"|73309169|"CN243628"|"AN6887"|"SLD"|161000|"88888888"|"Union Street"||364|"SLW"|"01843"||"Prime Investment opportunity in the most heavily traveled street of the city. South Union Street, Lawrence MA.  This store has a great visibility and most foot traffic, ideal for business. The basement is perfect for storage. INCLUDED IN THE SALE: All inventory, lottery license, SNAP license, cigarrettes license, DTA senior program license, new commercial kitchen equipment that cost $80K with permit for 50 seats, ATM, security system, money transfer license, meat processing equipment, etc."|1|11/3/2024 8:10:00 PM|0|"N"|"G8000099"|"AN0992"|135000|2/25/2025||"Essex"|"MA"|"E"|5028||8|"N"
"BU"|73311337|"TEAM0250"|"AN0355"|"SLD"|549900|"78"|"E Main St"||424||"01585"||"LOCATION, LOCATION, LOCATION! This property located right on Route 9, near the Common, was a successful antique business for over 30 years, known to many as the Post & Boot. It features a  barn with a loft area, workshop and a full basement. It is in the general district, plenty of parking spaces and offers many opportunities. Enjoy the covered  brick patio for the views and summer concerts on the common. The home includes 4 bedrooms, 1 1/2 baths, 2 fireplaces, kitchen, dining room, sitting room and living room.  Lots of storage with a walk up attic. Access to many amenities in town. Don't miss out on this incredible opportunity to own a piece of history near West Brookfield's charming town center. Schedule a viewing today!"|42|11/10/2024 10:44:00 AM|0|"N"|"TM347372"|"AN2383"|525000|5/1/2025||"Worcester"|"MA"|"E"|43560||6|
"BU"|73315277|"CN223784"|"AN4743"|"SLD"|250000|"3840"|"Washington St"||1|"007"|"02130"||"Bar/Cafe opportunity in a prime urban spot steps from the Forest Hills T Stop. Located on bustling Washington Street, this property boasts exceptional visibility with constant foot and drive traffic in a vibrant neighborhood. Originally set to open in November, it is fully equipped and ready for immediate operation. Features include two patios (rear seating for 30 and front seating for 10), a liquor license, and an entertainment license. The space includes a professionally outfitted kitchen, bar setup, and ample storage. Don’t miss the chance to own this highly visible venue in Jamaica Plain, surrounded by thriving businesses and a lively community. Perfect for dining, nightlife, and events. Low rent ($2,000/Month) and with 13 years left on the lease. 3x5x5."|14|11/22/2024 9:04:00 PM|0|"N"|"CN223784"|"AN4743"|180000|2/3/2025||"Suffolk"|"MA"|"B"|4000|1600|8|"N"
"BU"|73315969|"G9502998"|"AN2766"|"SLD"|40000|"16"|"Branch St"||372|"HIG"|"01851"||"Newly established Sushi Restaurant located in the heart of Cambodian Town. Lots of potential to increase revenues by adding bubble tea drinks, coffee, spring rolls, ice cream and cold cut sandwich. Just waiting for a new owner to use their imagination and grow the business. Shared parking and on street parking available."|8|11/29/2024 10:28:00 AM|0|"N"|"G9502998"|"AN2766"|35000|2/1/2025||"Middlesex"|"MA"|"C"|4017|1600|4|"N"
"BU"|73319889|"CN248046"|"AN7014"|"SLD"|2700|"392"|"Essex St"||364|"NLW"|"01841"||"This ready-to-use salon is located in a prime, high-visibility area, making it an excellent opportunity for anyone looking to set up or expand their business. The space is fully equipped, and the salon furniture is available for purchase—perfect for creating a professional, stylish setup without the hassle. Whether you're starting fresh or upgrading your existing business."|18|12/14/2024 10:05:00 AM|0|"N"|"CN248046"|"AN7014"|2500|12/29/2024||"Essex"|"MA"|"D"|6407||0|
"BU"|73319893|"CN248046"|"AN7014"|"SLD"|1150|"620"|"Essex ST 3rd floor Unit3"||364|"NLW"|"01841"||"Looking for an office or commercial space? These conveniently located spaces come with all utilities covered, including electricity and water, making it easy to focus on your business without worrying about extra costs. Ideal for professionals, startups, or established businesses needing a hassle-free setup in a prime location. Flexible options to suit your needs."|5|12/14/2024 10:19:00 AM|0|"N"|"CN248046"|"AN7014"|1100|4/29/2025||"Essex"|"MA"|"E"|26200||0|
"BU"|73324509|"CN248945"|"AN6511"|"SLD"|250000|"304"|"Lincoln Ave"||311||"01906"||"Partners Loss your gain, Reasonable offers considered ! Prime Restaurant Opportunity in North Shore’s Most DesirableTown Seize the chance to own a thriving restaurant in one of North Shore’s most coveted locations. This turnkeyestablishment is perfectly positioned with exceptional demographics and prime accessibility. With a full pour liquorlicense, a comprehensive security system, and a loyal customer base already in place, this restaurant is set up forsuccess. Key Features: Attractive Lease Rates: Enjoy favorable terms with options for renewal. Seating Capacity:Accommodates 50-60 guests comfortably. Growth Potential: Ample opportunity to expand and enhance. Bring yourinnovative ideas and signature branding to this well-established venue. Schedule a tour today and see firsthand thepotential this remarkable restaurant holds for your business vision."|6|1/8/2025 8:22:00 PM|0|"N"|"CN248945"|"AN6511"|200000|4/15/2025||"Essex"|"MA"|"B"|1800||100|"N"
"BU"|73326462|"CN257796"|"AN8682"|"SLD"|85000|"2"|"Man-Mar Dr unit 4"||69||"02762"||"Are you looking to start or expand your restaurant business? This is the opportunity you've been waiting for!* Great Potential for Growth With the remaining lease term, you’ll have ample time to grow your business in this thriving location. Take advantage of the setup, equipment, and prime positioning to make your mark in the community.* Prime Location? 2200 sq. ft. of spacious, versatile restaurant space? Located in a high-traffic area with great visibility and easy access? Long-term potential with 11 years left on the lease?? Perfect for a Wide Range of Culinary Concepts This location is ideal for all kinds of dining experiences, from fast casual to fine dining. The space is fully equipped and ready for your unique vision.? Fully equipped kitchen?Large dining area with seating capacity? Ample parking space"|25|1/15/2025 2:53:00 PM|0|"N"|"CN257796"|"AN5827"|69500|3/31/2025||"Norfolk"|"MA"|"C"|999999|2200|10|"N"
"BU"|73328781|"BB982785"|"BB5398"|"SLD"|200000|"0"|"0"||39||"00000"||"This Greek restaurant located in Newton offers dine-in, takeout and delivery options.  Featuring a full classic Greek menu including beer and wine.  With the fully equipped kitchen including a large prep area this could be any type of restaurant you like.  Seating indoor and outdoor dining for 30. With the owner planning to retire, this prime location presents an excellent opportunity for new ownership."|1|1/23/2025 12:54:00 PM|0|"N"|"CN215504"|"AN5186"|190000|3/7/2025||"Middlesex"|"MA"|"B"|0||0|"N"
"BU"|73331897|"M9501150"|"M95402"|"SLD"|125000|"11"|"S End Bridge"||851||"01001"||"LOCATION! Investors & Entrepreneurs looking for a successfully run Bar & Restaurant opportunity ...Welcome to the Riverboat! This proven well established venue with established client base has been a staple in Agawam and seller owned for 25 years! Phenomenal visibility, located on a highly traveled main road. This venue offers several TV's for game nights, KENO, Lottery Ticket Self Service Vending Machine, Juke Box, ATM. Racetrack style bar, additional table seating, upgraded kitchen with newer pizza oven (APO under 1 year) , walk in refrigerator.  Plenty of parking in rear. Don't miss this opportunity to own this vibrant and lucrative venue."|13|2/3/2025 7:38:00 PM|0|"N"|"M9501150"|"M95402"|125000|6/24/2025||"Hampden"|"MA"|"I"|0||75|
"BU"|73333276|"CN228684"|"AN8165"|"SLD"|50000|"512"|"Prairie Ave"||2010||"02905"||"This is a fantastic investment business opportunity! Formally known as DNM Mini Mart/ Laotino, this business is up for grabs! Form an LLC and bring your ideas. Sale includes all equipment from coolers, to storage shelving and current stock. This is set up for hot foods, cold foods, grocery stock and currently tobacco sales. The current assumable lease has 4 years left. Great location with plenty of foot traffic and road visibility."|15|2/6/2025 7:27:00 PM|0|"N"|"CN227461"|"An8165"|35000|3/17/2025||"Providence"|"RI"|"K"|0||0|
"BU"|73333927|"CN214766"|"AN1953"|"SLD"|48000|"123"|"confidential"||1|"05M"|"02215"||"Prime location, A great opportunity for a turn-key restaurant for sale on a busy street with a lot of foot traffic. This restaurant features newer kitchen equipment. Close to Boston University, Fenway Park, and MBTA Kenmore station. 44 fixed seating. Don's miss this great opportunity to start a promising business!!!"|1|2/10/2025 2:13:00 PM|0|"N"|"CN214766"|"AN1953"|33000|7/6/2025||"Suffolk"|"MA"|"C"|2200||1|
"BU"|73335517|"CN230354"|"BB6013"|"SLD"|2800|"228"|"Union St"||189||"02343"||"Considering starting a business? Check out this fantastic rental opportunity in Holbrook! This high-traffic location comes with a spacious parking lot. It has previously been home to successful coffee and pizza shops, with the former coffee shop thriving for almost a decade. This is a rental listing and the equipment and furniture on the pictures are NOT included and will be removed. Rent includes property tax only."|8|2/15/2025 8:48:00 AM|0|"N"|"CN230354"|"BB6013"|2800|7/5/2025||"Norfolk"|"MA"|"C"|99999999||10|
"BU"|73342807|"TM323984"|"M95383"|"SLD"|1500|"520"|"Sea St"||195||"02169"||"Business for Rent! Turnkey business opportunity in Quincy! This ready-to-operate laundromat features 1,100 sq. ft. on the first floor plus a finished 1,100 sq. ft. basement. Equipped with 18 washers (including 8 stainless steel and 2 for 50lb loads) and 14 dryers. Includes an office and bathroom. All inventory is included. Flexible lease—NNN, tenant pays utilities and insurance, Real Estate Tax. Great potential to add dry cleaning and alterations for additional revenue. Don't miss this fantastic investment opportunity!"|7|3/7/2025 2:48:00 PM|0|"N"|"TM338089"|"AC2092"|1500|5/1/2025||"Norfolk"|"MA"|"G"|1032|2224|0|"N"
"BU"|73343251|"CT003608"|"BB5675"|"SLD"|119900|"30"|"N Main st"||190||"02368"||"Established Restaurant in Randolph Center Business for Sale."|1|3/10/2025 9:35:00 AM|0|"N"|"ct003608"|"BB5675"|110000|4/1/2025||"Norfolk"|"MA"|"C"|0||20|
"BU"|73343618|"NB111199"|"AN4885"|"SLD"|175000|"111"|"Brighton Avenue"||1|"010"|"02134"||"Turnkey Pizza Restaurant is fully equipped and located on Brighton Avenue, a busy street near Harvard Street. It is 1,350 Square Feet plus the basement, and the large wake-in cooler is on the first floor. The restaurant has two car parking spaces and can be eaten in or taken out. More detailed information is available in the office."|9|3/18/2025 8:28:00 AM|0|"N"|"CT005795"|"AN2334"|160000|6/27/2025||"Suffolk"|"MA"|"C"|1350||2|
"BU"|73345793|"CN219930"|"AN6666"|"SLD"|850|"69"|"Elm St"||444||"01527"||"Business opportunities, Location, location, center of Millbury Town, 69 Elm Street, next to Millbury Elm Draught House Cinema and Penny Pinchers Brewing, across street from the A&D Pizzeria & Pub.  Commercial use, plenty on street parking, it is nearly 650 square feet, two divide rooms, one bath, and closet suitable for Spa Salon, Doctor office, Tattoo Parlors, Small gift Shop, Law office, Accountant office, Insurance Company, Book Store, Massage Parlor... Don't miss this business opportunity, affordable monthly rent, very cozy space easy to manage and making big profit!"|7|3/14/2025 8:53:00 PM|0|"N"|"CN219930"|"AN6666"|850|5/5/2025||"Worcester"|"MA"|"I"|5000|700|0|
"BU"|73349778|"CN204667"|"AN1181"|"SLD"|128000|"9999"|"North Main St"||190||"02368"||"Long time established Chinese Take-out restaurant with steady income, low rent, lots of traffic."|0|3/25/2025 1:37:00 PM|0|"N"|"CN209784"|"BB3830"|90000|3/21/2025||"Norfolk"|"MA"|"C"|9999||99|
"BU"|73365360|"A0002431"|"BB9956"|"SLD"|65000|"42X"|"Hancock St"||195|"NQU"|"02171"||"These are two stores with a beauty hair and massage salon business sale only. Great location business at the heart of the North Quincy busy street, most inventories included like massage tables, front counter table, 2 pedicure chairs spa, 2 bathrooms, hair cut chairs, etc. Low rent and long term lease available. Parking available at back of building. Can not be last!"|4|4/28/2025 6:18:00 PM|0|"N"|"CN202617"|"BB9956"|50000|7/1/2025||"Norfolk"|"MA"|"D"|9999||1|"N"
