PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|BU_TYPE|LOT_SIZE|BLDG_SQ_FEET|PARKING_SPCS|REAL_ESTATE_INCLD
"BU"|73343152|"TM327121"|"AN2591"|"ACT"|168000|"999"|"XXXXX Rd"||61||"01803"||"A rare opportunity has arisen in the bustling commercial hub of Burlington! A well-established store is up for transfer. As a famous supermarket in northern Burlington, this store enjoys immense foot traffic. Located in the food court, the store has been operating for several years, boasting a strong brand presence and loyal customer base. The new owner will receive operational training and can start generating revenue immediately. The current lease is 2 years left and the owner has the priority to renew the lease. The transfer includes all kitchen equipment, allowing for a seamless transition. Don't miss out on this unique opportunity!"|18|3/9/2025 5:46:00 PM|0|"N"||"Middlesex"|"MA"|"C"|9999||60|
"BU"|73330957|"CN223846"|"AC0756"|"ACT"|525000|"000"|"Liquor Store"||63||"02420"||"License:All Alcohol Package Store & Tobacco [1 of 7 total in Town] Additional License: Food Establishment Permit & Lottery Property: 1,644 Square Feet Street Level Retail Space + Full Basement. Sale includes Licenses, FF&E and Current Inventory [Inventory price TBD at time of sale] Buyers assumes Lease Assignment."|1|1/30/2025 4:23:00 PM|0|"N"||"Middlesex"|"MA"|"E"|1644|15009|2|"N"
"BU"|73373056|"CN249236"|"AN3805"|"ACT"|40000|"661"|"Washington St."||67||"02703"||"Available Immediately Established pizza restaurant available for sale. Fully equipped and ready for a new owner to bring it back to life! Currently closed for personal reasons, this turnkey opportunity features a full kitchen, pizza oven, and all necessary equipment. Ideal for an owner-operator or investor looking to step into a proven concept. 3000 square feet, must have prior restaurant experience, lease $4800 per month NNN lease.  Serious inquiries only.  Seller Motivated. Quick Close possible"|18|5/21/2025 10:44:00 PM|0|"N"||"Bristol"|"MA"|"C"|14374.8|3000|10|"N"
"BU"|73369586|"CT003291"|"BB9924"|"ACT"|599900|"4"|"Bruce Ave"||68||"02760"||"Walking distance to town Center. Here is your opportunity to expand your business. So much space in this spacious manufacturing building. Large manufacturing building w/ 4 seperate units all with their own separate utilities.  Each unit has its own bathroom, entrance.  Lower level offers 2000+ sq ft of usable space.  Bring your ideas to this pristine building. Expand your manufacturing business or bring creative ideas to maximize use.  400 amp service into commercial building.  Water lines & sewer drains have been replaced.  This stately building has been a metal fabricating business since the early 1900's and is ready for a new purpose."|24|7/7/2025 10:21:00 AM|0|"N"||"Bristol"|"MA"|"M"|5177|3984|8|"Y"
"BU"|73361481|"A8001517"|"A95532"|"ACT"|549900|"55"|"Robert F. Toner Blvd"||68||"02763"||"Location and opportunity to own your own business. Business for sale with the property lease agreement. Busy location. Well-established and diverse service station business with a strong history in the industry. A fully operational service station offering fuel, repairs, a store, and accessories. Situated in a prime location with strong potential for growth, as the surrounding area continues to flourish with new businesses and residences. Family owned business for 55+ years. Being sold as is it is operating currently: Service Station with 2 Bay Repair Garage, 6 Fuel Dispensers with 16 hoses: 12 Gas & 4 Diesel, Tire Machine, Wheel Balancer, & Store. Located in a high traffic location off a Massachusetts Highway, Route 95, & very busy intersection. A Non-Disclosure Agreement for further details."|13|4/18/2025 12:46:00 PM|0|"N"||"Bristol"|"MA"|"L"|0.47|1530|12|"N"
"BU"|73339683|"E9500555"|"AN5319"|"ACT"|919903|"11"|"Enterprise Rd"||101||"02601"||"Regency Police Supply, a trusted provider of police, fire, and EMS uniforms and equipment in Southeastern Massachusetts, is now for sale. This established business has served first responders for 35+ years, offering high-quality, industry-compliant apparel. Competitive Advantages: One of only two uniform suppliers on Cape Cod, ensuring a loyal customer base. Prime location in Hyannis’ business district with high visibility and accessibility. In-house embroidery & silkscreen capabilities for customized uniforms. Strong industry relationships, driving recurring business. Sale Details: Located at 11 Enterprise Road, Hyannis, MA, the offering includes assets, branding, and transition support. Useable inventory sold at cost.Investment Potential: With its prime location, strong reputation, and growth potential, Regency Police Supply is a turnkey opportunity in a vital industry."|11|2/28/2025 11:47:00 AM|0|"N"||"Barnstable"|"MA"|"E"|0||5|
"BU"|73397274|"CT005542"|"AN8961"|"ACT"|450000|"340"|"Main St"||102||"02532"||"Looking for a well established restaurant in the beautiful coveted part of Cape Cod? Look no further than Grill and More Mediterranean Cuisine alongside Cape Cod canal and the surrounding beautiful attractions of Bourne/Buzzards Bay. High traffic count along the Bourne rotary, this 1 year old restaurant is a diamond mine waiting for its next owner. Fully equipped chef's kitchen, with a menu so delicious, you will keep going back for more. Enjoy a choice of patio or indoor dining, or just a quick beverage at the bar. The menu is put together by a trained international chef with all the detail and intricacies of mediterranean hospitality. The business operates with a LIQUOR license, Entertainment and Keno. Buyer's responsibility to check with the town regarding transfer of these licenses and use. This restaurant business has a lot of potential, rare and authentic cuisine down the Cape, don't miss out. Motivated seller."|20|6/26/2025 1:48:00 PM|0|"N"||"Barnstable"|"MA"|"B"|180338.4||30|"N"
"BU"|73349183|"BB803757"|"AN4363"|"ACT"|400000|"20"|"Holms Rd"||106||"02642"||"Want to be your own boss. Here is your opportunity to purchase an established business with a great reputation. Treeworks of Cape Cod has been in business for many years and has many great reviews. The sale includes all the equipment and current contracts. The land is leased at $600.00 a month that stores the office trailer and all the equipment. The landlord will honor the lease with the new owner."|5|3/24/2025 10:42:00 AM|0|"N"||"Barnstable"|"MA"|"M"|0||0|
"BU"|73361893|"CN221462"|"AN2904"|"ACT"|999900|"56"|"Water St"||107|"WOH"|"02543"||"A once-in-a-lifetime opportunity awaits in the heart of the vibrant Woods Hole Community! This charming waterfront property on the Channel overlooking Great Harbor was built in 1916 as a restaurant nad now houses only the third restaurant in over 100 years of their ownership. There is currently a successful and popular full-service restaurant with 70 to 90 seats, which has been in tenancy for the past 10 years and plans to be continue their success  here for many years to come. The building spans 2681 square feet on three floors with views of Great Harbor the Channel into Eel Pond and the ever entertaining Drawbridge! Immerse yourself in the quaint village atmosphere and seize this rare chance to own a piece of Woods Hole History. This is more than just a property; it is a legacy to be respected and cherished!"|19|4/30/2025 8:07:00 AM|0|"N"||"Barnstable"|"MA"|"B"|1742||0|
"BU"|73385215|"BB902966"|"BB8161"|"ACT"|900000|"188"|"rote 28"||108|"WHA"|"02671"||"lease available for $3,500.00 NNN, 2 story structue with over 3500 sf 1.6 acres waiting for yor future plans a blank canvas ready to go, many possibilities here"|1|6/4/2025 11:02:00 AM|0|"N"||"Barnstable"|"MA"|"E"|60984|3257|20|"Y"
"BU"|73358084|"CT006804"|"BB4615"|"ACT"|150000|"681"|"Falmouth Rd aka Rte 28- D12"||111||"02649"||"Business Only For Sale at $150,000. 2,250 SF-well established restaurant space with 60 seats, fully equipped commercial grade kitchen with Ansel System/POS system, all equipment is included in sale. Move in Ready - Negotiate New Lease or Lease Extension."|7|4/10/2025 12:25:00 PM|0|"N"||"Barnstable"|"MA"|"C"|223463||50|
"BU"|73375295|"BB810140"|"AC0429"|"ACT"|149000|"9999"|"Marion Rd"||117||"02571"||"Combined sale with MLS73374171. Good opportunity to own a Chinese restaurant business with long-run history over 60 years, has generated many old clients coming back again & again. The business sits on a huge lot with 28-30 parking spaces. nice layout with spacious dining room, large kitchen. Conveniently located on Route 6. The current business carries liquor license & food license, mostly for dinning in & take out.  Seller prefer taking offer to purchase the property together. Seller is ready to retire, New owner can make income immediately once take over. All business equipment will stay with the sale."|20|5/14/2025 10:59:00 PM|0|"N"||"Plymouth"|"MA"|"B"|18750|1892|28|
"BU"|73341480|"CN239450"|"AN9110"|"ACT"|149000|"860"|"Route 28"||119|"SYA"|"02664"||"Location location location! Long Standing Appliance Sales & Repair And Parts. 2024 Sales of over 1.8 Million Dollars. Route 28 is situated Mid Cape making it convenient to service the entire Cape ,with High Visibility along RT 28 in Yarmouth. Cape is exploding with Growth and this is your opportunity to get in on the lucrative appliance business with a name that has been in business over 53 years!"|6|3/5/2025 12:14:00 PM|0|"N"||"Barnstable"|"MA"|"E"|20000||15|
"BU"|73391822|"FR000674"|"NB1609"|"ACT"|519000|"13B"|"Hathaway"||155||"02719"||"BUSINESS OPPORTUNITY! Here is your chance to own a thriving Air B & B or Vacation Rental with proven cash flow! This sale includes not only the real estate but also all the charming indoor & outdoor furniture, linens, kitchenware, kayaks & seaside décor you need to launch—or elevate—your short-term rental business. The current owner is even willing to assist with a smooth transition! This beautifully renovated 1940s 3-bedroom coastal cottage is a year-round money maker, boasting an outstanding rental history & rave guest reviews. Smart updates like cedar shingles, custom trim, insulated walls, a Trex deck & mini-split HVAC offer both beauty & efficiency. The coastal décor & clever layout are ideal for remote work! Enjoy the private backyard with sparkling water views & an outdoor shower—perfect for beach-loving guests. Just one block to the scenic Mattapoisett Rail Trail Greenway on Buzzards Bay & a short drive to Fairhaven, MV Ferry, Downtown New Bedford & the new commuter rail!"|42|6/17/2025 12:04:00 AM|0|"N"||"Bristol"|"MA"|"M"|7062||2|
"BU"|73325636|"CN236871"|"AN5489"|"ACT"|68000|"768"|"Purchase Street"||156||"02740"||"After a decade-long successful journey as a burger destination, dNB Craft Kitchen (FKA dNB Burgers) announces an unprecedented opportunity for ownership. dNB Craft Kitchen has become a cornerstone of the local dining scene, known for its award-winning recipes, vibrant atmosphere, and commitment to culinary excellence. The opportunity includes all operational assets, including the liquor license, recipes, kitchen equipment, dining tables, lease (with option to extend!) and more! Do not miss out on this once in a lifetime opportunity to own this thriving turnkey Downtown Restaurant. Prime location. Perfectly located near all major forms of transportation such as the bus station and Seastreak Ferry! This acquisition is more than just a business transaction; it is an opportunity to become part of New Bedford's vibrant culinary landscape. As New Bedford continues to evolve and attract more visitors, this opportunity sets the stage for a promising venture with endless potential and growth."|42|1/13/2025 2:03:00 PM|0|"N"||"Bristol"|"MA"|"B"|0||0|"N"
"BU"|73376009|"FR800050"|"AN4790"|"ACT"|70000|"000"|"Liquor License"||156||"02740"||"N/B SOUTH, Great opportunity to lease Restaurant / Bar space with capacity for up to 49 people. Very successful location for 30+ years. Price includes Full Liquor license, tables , chairs, stoves, coolers, tv's etc...Please contact agent for further information. 5 Year xxx net lease available to qualified buyer. Restaurant is currently operating,  must contact agent for appt."|12|6/12/2025 3:58:00 PM|0|"N"||"Bristol"|"MA"|"M"|1||0|
"BU"|73216162|"H8000032"|"AN6742"|"ACT"|3000000|"335"|"Old Fall River Rd"||157|"08P"|"02747"||"EVER DREAM OF OWNING YOUR OWN WINERY & VINEYARD? Let's make it happen! Running Brook Winery in Dartmouth MA would be the perfect place where you work and live on the same property. Create your new homestead in the existing home that has been gutted, plans are available if you'd like to use them. Enjoy running your own business and watching the joy you bring to the community as well as those who follow the Coastal Wine Trail. The Vineyards produce grapes that make luscious Wines, Brandy, Grappa, and flavored Liqueurs using a proprietary blend of 100% grapes straight from our vineyards. Unique property with approximately 162 acres, vineyards, fixtures, equipment, inventory, name, assets and buildings included in the sale. There is an Agricultural Preservation Restriction on the property. 3 parcels Map 67 lot 2, and map 72 lots 34 and 35. Sale is for real estate and assets. Taxes are not yet updated. Buyers to do their due diligence. Call today!"|33|4/3/2025 12:26:00 PM|0|"N"||"Bristol"|"MA"|"M"|7057854|3072|25|
"BU"|73304255|"FR800123"|"AN0427"|"ACT"|475000|"719"|"State Rd"||160||"02790"||"Commercial gem!!! This prime location is in a high traffic location with endless money-making possibilities. Currently used as a hot and cold take-out food business. Plenty of space for parking 20+ vehicles and outdoor customer seating. Detached storage trailer in back with electrical power. Family-owned for over 60 years. Easy access to highways. Property and restaurant equipment being sold in ""as-in"" condition.  Great commercial space!!!"|5|11/15/2024 7:10:00 PM|0|"N"||"Bristol"|"MA"|"C"|9240||20|"Y"
"BU"|73329603|"NB113933"|"NB3016"|"PCG"|34995|"1"|"Opportunity Way"||161||"02723"||"BE YOUR OWN BOSS!! Digital Advertising Business with 40+ Indoor Locations.  Established digital advertising company with over 40 indoor digital billboard screens located in high-traffic public and commercial venues. The system allows full control over content and scheduling. Sale includes all equipment and inventory for potential expansion. Financing options available with down payment. Great opportunity in a growing industry."|5|5/23/2025 12:57:00 PM|0|"N"||"Bristol"|"MA"|"F"|0||0|
"BU"|73315264|"FR800648"|"FR0051"|"ACT"|500|"310"|"TECUMSEH"||161||"02721"||"PRICE REDUCTION !!!! MASSIVE BARN FULL ACCESS WITH SECURITY ALARM AND CODE GREAT FOR STORAGE FOR STORES BUSINESS AUTO PARTS ETC  CARPENTERS-ELECTRICIANS- PAINTERS WELCOME   READY NOW FIRST, LAST, and SECURITY.   FULL SIZE HIGH CEILINGS FOR MAINTENANCE SUPPLIES"|6|11/22/2024 7:26:00 PM|0|"N"||"Bristol"|"MA"|"F"|5900|1200|2|
"BU"|73337526|"TEAM0443"|"AN8116"|"ACT"|99900|"0"|"undisclosed"||161||"02720"||"Established Landscaping Business For Sale.  This reputable company has been in business for over 40 years.  Servicing 90+ residential and commercial accounts.  All equipment, including trucks and plows, to transfer.  Servicing Fall River, Westport, Somerset, Rehoboth, Seekonk, Barrington, Rumford, Riverside and Pawtucket. Equipment list available upon request."|1|2/23/2025 3:57:00 PM|0|"N"||"Bristol"|"MA"|"F"|0||0|
"BU"|73335363|"CN224602"|"AN7634"|"ACT"|59000|"0"|"Globe st."||161||"02724"||"Proven money maker ! Make money day 1. Large online presence, well known, well run convenience store . Make an offer MOTIVATED SELLER!"|6|4/15/2025 1:47:00 PM|0|"N"||"Bristol"|"MA"|"K"|1100||2|
"BU"|73365163|"FR001227"|"AN1801"|"ACT"|60000|"1376"|"Pleasant St"||161||"02723"||"Nelly's Boutique business and inventory only for sale. Well established profitable retail clothing business for sale located on a busy street with Municipal parking lot close by and great exposure.  Well known business (45+ years!) Owner wants to retire and has a great longtime relationship with customers."|7|4/26/2025 4:44:00 PM|0|"N"||"Bristol"|"MA"|"E"|5671||0|"N"
"BU"|73392042|"CN205056"|"FR0179"|"ACT"|1500|"238"|"South Main Street"||161||"02721"||"Bring your vision to life. Perfect for sandwich, pizza, coffee, shop. This is for the back kitchen area only. Main area serves as a convenience store. Utilities included in rent."|5|6/17/2025 11:58:00 AM|0|"N"||"Bristol"|"MA"|"M"|0||2|
"BU"|73393718|"CN257813"|"AN3817"|"ACT"|59900|"248"|"Jefferson st"||161||"02721"||"Turnkey BAGEL & BAKERY for Sale – Prime Location, High Visibility, and ParkingStep into ownership of a fully operational and BAGEL & BAKERY located in a high-traffic, high-visibility area with on-site parking—perfect for delivery, catering, or take out. This turnkey operation includes everything you need to hit the ground running:•Fully equipped kitchen with all major appliances and fixtures•Established systems and workflows•Experienced staff willing to stay on and support a smooth transition, including training for the new ownerWhether you're a seasoned restaurateur or a first-time business owner, this is a rare opportunity to acquire a  well-established Bakery with strong community presence and loyal customer base."|1|6/19/2025 10:54:00 AM|0|"N"||"Bristol"|"MA"|"B"|0||6|
"BU"|73335275|"CN248537"|"AN3148"|"ACT"|895000|"1"|"Taunton River"||163|"31X"|"02726"||"Beautifully located on Mount Hope Bay at the mouth of the Taunton River sits the historic Borden Flats Light.This historic landmark has been completely restored and has accommodated overnight guests from all over the globe.The Light Home has been managed and maintained as a bed & breakfast enjoying complete overnight sell outs each year. This unique property can continue to operate turnkey as a world-renowned overnight destination or become a unique private summer residence.The five-level interior connected by the iconic spiral staircase is just under 1,000 sq feet consisting of preserved open faced brick. Each level offers a unique experience and conveys fully furnished with period antiques and maritime collectibles.The Light enjoys getting its power from solar panels, a Generac generator, heating and cooking via propane. Accessible by boat, sale includes a 2005 22ft Deck boat.The income possibilities are endless, this is a once in a lifetime opportunity!"|24|2/14/2025 9:03:00 AM|0|"N"||"Bristol"|"MA"|"M"|0.87|900|0|
"BU"|73395823|"FR000169"|"FR0227"|"ACT"|25000|"544"|"Milford Rd., Ste 8"||164||"02777"||"Owner retiring! Spot Wash Grooming in Swansea! 33 years in business! Goodwill, inventory, and equipment to pass with sale!!!"|1|6/24/2025 2:55:00 PM|0|"N"||"Bristol"|"MA"|"F"|0||10|
"BU"|73355262|"BB910697"|"BB4649"|"ACT"|199999|"686"|"Broadway"||171||"02767"||"An amazing business opportunity, this fully licensed smoke shop is located on a busy road, ensuring high visibility. It features a utility room in the back for storage or operations and comes with a 5% smoke license and 3% convenience license, making it ideal for selling tobacco products, smoking accessories, and essential convenience items all in one location."|24|4/4/2025 7:02:00 PM|0|"N"||"Bristol"|"MA"|"M"|9999||16|
"BU"|73338393|"CN242579"|"AN2511"|"ACT"|95000|"17r"|"Tremont Street"||173||"02780"||"Here's a rare and exciting opportunity for someone with a passion for both restaurant management and preserving culinary traditions to take over operation of a running and growing business, keep running as current owners have built it and/or incorporate your own vision and ideas! This Brazilian themed restaurant’s long-standing reputation and loyal customer base in a prime location with ample off street parking are definite advantages for a potential buyer. The additional market space within the seating area offers Brazilian ethnic delicacies and provides a great added revenue stream and value to this thriving business. Only reason for sale is current owners are relocating out of the area. Take ownership today of an established and beloved family-owned and operating restaurant in the heart of bustling Taunton, MA with proven positive financials! All inventory, equipment, training and goodwill provided to new owner. Owners relocating is only reason for sale. Come view your future toda"|6|4/16/2025 9:42:00 PM|0|"N"||"Bristol"|"MA"|"C"|0.32||10|"N"
"BU"|73368951|"CN205394"|"BB8253"|"ACT"|799900|"92"|"Martin St"||175||"02769"||"Amazing opportunity for self-employed entrepreneurs, those wanting to start their own business and work from home, car enthusiasts, hobbyists with workshop or storage needs, investors. This property is a One-of-a-kind TREASURE on 2.6 tranquil acres with endless possibilities. The property boasts a potential 12 CAR DETACHED GARAGE WITH 2632 SF & 4 Bay Doors! Garage has a separate electric meter, built up beams on the interior for heavy lifting, 220 outlet for welder, concrete lift outside for mechanics, office space & 2nd floor storage. Many moons ago a business did operate out of the garage. The 2672 SF home has has been completely updated from top to bottom with an Inlaw or ADU set up on the lower level walkout with separate entrance. The home boasts 4 bedrooms and 3 full baths. See attached beauty sheet for all the details. 5 Mts to Rte 195, shops, restaurants, golf, CC & 15 mts to Prov. Endless business potential or opportunities with this property! It is a must see to appreciate."|40|6/22/2025 5:16:00 PM|0|"N"||"Bristol"|"MA"|"M"|113143|2632|16|"Y"
"BU"|73394620|"BB910697"|"BB4649"|"ACT"|235000|"3"|"E Grove St"||180||"02346"||"10 year lease. $2000 a month. Now is your chance to own a well-established pizza business in the heart of Middleboro.This fully operational shop offers high visibility, steady foot traffic, and strong community presence. The sale includes business only (no real estate), with a solid 10-year lease at just $2,000/month. The space is clean, fully equipped, and ready for immediate operation—perfect for an owner/operator looking to step into a profitable opportunity. Ample parking available nearby and easy access to major routes. Don't miss out on this chance to own your own pizza shop in a thriving area!"|4|6/20/2025 6:41:00 PM|0|"N"||"Plymouth"|"MA"|"C"|10000||10|
"BU"|73364706|"CN219466"|"AN8760"|"ACT"|700000|"00"|"Undisclosed"||181||"02324"||"Incredible opportunity to own a well-established, highly profitable turnkey food truck business with strong branding, loyal following, and a track record of success. Sale includes multiple top-of-the-line food trucks, each outfitted with full fire suppression systems and premium commercial-grade kitchen equipment, all meticulously maintained. Board of Health certifications in numerous Massachusetts towns provide flexibility to operate across a wide geographic area. The business has a full calendar of confirmed upcoming events and long-standing relationships with local organizers and venues. Also included is a complete equipment package for the commissary kitchen located in Bridgewater. Streamlined operations, strong cash flow, and significant growth potential make this ideal for chefs, operators, or investors. Step into a revenue-producing business with infrastructure and systems already in place. NDA required for full financials and asset list."|29|4/25/2025 8:34:00 AM|0|"N"||"Plymouth"|"MA"|"N"|0||0|"N"
"BU"|73337828|"CN214766"|"AN1953"|"ACT"|114000|"777"|"Confidential"||181||"02324"||"Rare opportunity to own a well-established dry cleaner drop-off store in a prime, high-traffic location along a busy numbered route. Serving the community for 26 years, this thriving business also offers tailoring and alteration services. With 19 years under the current owner’s management, it presents an excellent entrepreneurial investment. There is strong demand for pick-up & delivery and wash & fold services, which are not yet offered—providing great growth potential. Owners with tailoring skills can further maximize revenue. Currently operating just 5 days a week, expanding to 6 days could significantly boost sales. Don’t miss this chance to own a promising business in a bustling area!"|2|2/24/2025 6:20:00 PM|0|"N"||"Plymouth"|"MA"|"G"|1100||20|
"BU"|73282790|"CN251333"|"BB5711"|"ACT"|2000000|"000"|"Confidential Way"||181||"02333"||"Take advantage of this rare opportunity to own a thriving junkyard business with a Used Car Dealer License (Class II), Motor Vehicle Junk License (Class III), and towing service. This sale includes both the land and building, fully owned and ready for immediate control.The building, constructed in 1989, offers a reception area, two ½ baths, a kitchen, 2 large work bays, and ample storage on the first floor. The land contains three lot (approximately 2.5 Acres in total) The second floor features 4 offices and a full bath, perfect for seamless operations in the sale is all inventory, with records available, ensuring a quick start. The current owner is willing to assist post-sale for a smooth transition. The land is impeccably clean, as customers are not allowed in the yard This is a perfect opportunity for expansion or a new venture.  Act fast—opportunities like this don't come around often!"|1|8/29/2024 9:35:00 AM|0|"N"||"Plymouth"|"MA"|"M"|108900||900|"Y"
"BU"|73365845|"BB921772"|"B95066"|"ACT"|475000|"0"|"North Bedford Street"||182||"02333"||"East Bridgewater Full Liquor License FOR SALE along with All the Inventory. $30,000 of Updated Equipment & Coolers. Plenty of Goodwill and Loyal Customer Base. Priced to Sell but only the Liquor Store Business (Not the Real Estate). Call for details and the last three years of Income. Call today!"|11|6/30/2025 9:12:00 PM|0|"N"||"Plymouth"|"MA"|"E"|0||6|"N"
"BU"|73381955|"TM300403"|"AN5652"|"ACT"|895000|"275"|"North Main Street"||183|"38F"|"02379"||"The current restaurant is relocating, presenting an exceptional opportunity for a seasoned restaurateur to step into a fully operational, turn-key establishment with over a decade of success. This freestanding, well-maintained 5,000 sq. ft. building is designed for seamless restaurant operations and is ready for immediate use. With seating for 112 guests, 60 in the dining room and 52 in the lounge/pub, it offers a versatile layout for a variety of concepts. The sale includes the real estate, all furniture, fixtures, equipment, a full liquor license, Massachusetts Lottery and Keno, and an entertainment license. A fully equipped basement and upper-level office/prep area add to the property's functionality. Ample parking includes 40+ on-site spaces, plus 12 additional off-site spaces leased for staff. This is a rare, ready-to-go opportunity for an experienced operator to launch or expand with minimal downtime."|36|5/29/2025 10:27:00 AM|0|"N"||"Plymouth"|"MA"|"B"|18295|5450|40|"Y"
"BU"|73398628|"TM351636"|"AN8899"|"ACT"|1|"213"|"Bay Road"||184|"10I"|"02356"||"Live Where You Work-Love What You Do! Calling all dog loving entrepreneurs, this is a rare + exciting opportunity to own a charming single-family home with thriving business. This established dog day-care & boarding business has been a trusted part of the community for over 10 years, offering reliable, loving care in a spacious & secure setting. This home sits on nearly 1 acre & offers main-level living with a fully fenced-in backyard, dog houses, shed, garden and in-ground pool! The lower level is tailored for pet care operations, while the upper level remains your private home. Located in a commercial overlay district, this turnkey opportunity includes the property, business & loyal client base. Special permit/variance is required for the kennel license; sale is contingent upon buyer obtaining transfer. Whether you're looking to live your dream of working with animals or expand your pet care business, this property delivers comfort, community reputation & income-generating potential!"|39|6/30/2025 10:39:00 PM|0|"N"||"Bristol"|"MA"|"M"|41168||6|"Y"
"BU"|73344161|"CN253000"|"AN5720"|"ACT"|185000|"690"|"Depot St"||184||"02356"||"Take advantage of this excellent opportunity to own a well-established and profitable Italian pizza restaurant in a high-demand area! The restaurant is located near Route 123 and Route 138 in the Five Corners, which includes Shaw's, Citizens Bank, and Planet Fitness, with plenty of parking available. This fully operational business, located in Easton, is currently averaging $10,500 in sales per week. With increased advertising and the potential to open on the 7th day, sales are expected to rise significantly. The owner is selling to focus on another location and to free up capital. The sale price is $185,000, with the price negotiable for serious cash buyers. The business operates 6 days a week (closed on Mondays): Tuesday to Thursday (11 AM - 9 PM), Friday to Saturday (11 AM - 9 PM), and Sunday (12 PM - 8 PM). The restaurant has seating for 20 people but primarily focuses on pickup orders, with 85% of sales coming from pickups."|34|3/11/2025 11:10:00 PM|0|"N"||"Bristol"|"MA"|"C"|2500||40|"N"
"BU"|73400103|"CN238148"|"AN4330"|"ACT"|175000|"123"|"Confidential"||185||"02301"||"Disposal business for sale based in Brockton.  No real estate included in sale.  Sale is for Hooklift truck and 19 dumpsters included in the sale.  Very steady business with room to grow.  Owner is selling to focus on other business interests at this time."|0|7/7/2025 9:43:00 AM|0|"N"||"Plymouth"|"MA"|"F"|0||0|
"BU"|73361519|"BB810728"|"AN8777"|"ACT"|1150000|"373"|"N Franklin St"||189||"02343"||"Cochato Nursery! Don't miss this opportunity to own a celebrated NURSERY BUSINESS plus a beautifully RESTORED 3BR/2.5BA HOME with BRAND NEW ROOF, updated systems, attached charming barn conversion, and flexible living space. This exceptional property offers the rare chance to own a thriving, 34-year-old nursery business with a national reputation. Cochato Nursery is renowned for its extensive collection of native and exotic plants, ponds, fountains, and garden art. Featured in the American Hosta Society Journal and on the National Hosta Garden Tour, the business enjoys strong cash flow and a loyal customer base. Sale includes much of the nursery inventory, retail shop, and landscaped display gardens as well as the real estate! A true live/work opportunity! MLS# 73361518 for single family listing. BE SURE TO CHECK OUT THE VIDEO TOUR LINK ATTACHED FOR A FULL TOUR OF COCHATO GARDENS AND PROPERTY! It’s embedded halfway down the listing website—or just request the link!"|42|4/18/2025 7:26:00 PM|0|"N"||"Norfolk"|"MA"|"M"|137214||20|"Y"
"BU"|73406861|"CN236678"|"AN5840"|"ACT"|179000|"803"|"Washington Street"||192||"02072"||"Exceptional turn-key Caribbean restaurant situated in a flourishing, upscale community at a high-visibility intersection on Washington Street, just minutes from the train station and surrounded by bustling shopping plazas. This well-established business features classic Caribbean dishes alongside a health-conscious menu, including nutritious wellness smoothies and herbal offerings. It includes off-street parking and high-quality kitchen equipment maintained in excellent condition, with only five years of use. The finished basement, completed in 2020, offers versatile space ideal for exclusive events, intimate dining experiences, or a private owner’s retreat—providing unique flexibility for the owner. With a long-term 10-year lease and a motivated seller offering flexible financing options, this presents a rare opportunity to acquire a profitable, fully operational restaurant in a premier location."|20|7/20/2025 1:41:00 AM|0|"N"||"Norfolk"|"MA"|"C"|1600||15|
"BU"|73398445|"CN209290"|"AN0930"|"ACT"|800|"139"|"Washington St"||195||"02169"||"Well-located professional suite in a highly visible, high-traffic area of Quincy Center. Ideal for licensed wellness, beauty, or office use. Tenant responsible for maintaining a clean, professional space in compliance with all applicable licensing and health regulations. Signage opportunity available on front window and/or building directory."|1|6/30/2025 2:14:00 PM|0|"N"||"Norfolk"|"MA"|"D"|0||0|
"BU"|73389005|"CN251706"|"AN4877"|"ACT"|300000|"19"|"Billings Road"||195|"NQU"|"02171"||"This is your opportunity to take over fully operational and beautifully branded reputable Boba and Mochi Donut Shop!! Prime location in Quincy - in the same area with a ton of other restaurants (Asian, dim sum, hotpot, bakery, Korean fried chicken, pizza, etc) & other dessert shops. 0.4 mi from North Quincy High School for students to hang out after school. 0.2 mi from North Quincy train station. Dual franchise ownership: creative freedom within both franchises to develop menu.Turn-key operation: equipments, inventory, and systems in place, self-sufficient employees. Current owners want new ownership to succeed (they've put their heart and soul into this the past 2.5 years!) - so they will train new ownership, ensure the transfer process is smooth, and will be a continued resource if needed. Very loyal customer base and well-known brand name. Always sought after for catering, weddings, corporate, community, and Greater Boston events. Ample time left on the lease"|40|6/11/2025 8:38:00 AM|0|"N"||"Norfolk"|"MA"|"C"|6248|920|3|"N"
"BU"|73394994|"NB111199"|"AN4885"|"ACT"|100000|"000"|"Confidential"||195||"02169"||"This turnkey Pizza Restaurant has an excellent location and Plenty of parking spaces for your business! For more details, please find the equipment list, a copy of the lease, and the income and expenses."|1|6/22/2025 10:36:00 PM|0|"N"||"Norfolk"|"MA"|"C"|1500||26|
