PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73225750|"TM305063"|"AN8443"|"SLD"|59900|"431"|"Coy Hill Rd"||426||"01083"|"N"|"Pristine 1.8-acre parcel nestled in a private oasis just moments from the main road! Zoned residential, this picturesque land offers an ideal canvas for crafting your dream home. Embrace the serenity of this peaceful location, surrounded by acres of trees and nature. Seize the opportunity to create your dream home in this serene lot with endless possibilities! Don't miss out on this rare gem!"|11|4/18/2024 12:32:00 PM|0|"N"|"TEAM0204"|"AN5402"|55000|10/11/2024||"Worcester"|"MA"|"A"|73876|1.7|"A,C"|"E"|"A"|"N"||"N"|||"B"|"N"
"LD"|73225829|"CN205887"|"AN6202"|"SLD"|450000|"0"|"Locke Rd"||376||"01824"|"N"|"Opportunity to purchase a 1.32 acre buildable, level lot. . . . Cleared, lush and expansive, with scenic views, framed by existing, spectacular rock wall and mature landscape . . . . ANR (Approval not required) Lot, has already been approved by Chelmsford Planning Board. . . . Sewer Stub at property. . . . Buyers and Agents should perform due diligence regarding lot potential. Property sold as-is, where-is. . . . .All showings must be scheduled, and all buyers must be accompanied by their agent. . . . . .Coveted, central area, minutes to highways and schools. . . . .OPPORTUNITY!"|18|4/18/2024 1:57:00 PM|0|"N"|"CN249012"|"AN7396"|405000|8/28/2024||"Middlesex"|"MA"|"A"|57499|1.32|"A"|"D,G,Q,X"|"A"|"N"||||"N"|"C"|"N"
"LD"|73226019|"J0001548"|"M04525"|"SLD"|64900|"319"|"Batchelor Street"||860||"01033"|"N"|"Now is the time to build your dream home on this .94 acre lot.  Great location on Batchelor St, please reach out for additional information."|4|4/18/2024 6:41:00 PM|0|"N"|"J0001548"|"M04525"|48000|10/7/2024||"Hampshire"|"MA"|"A"|40871|0.94|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73226238|"CT008378"|"AN7537"|"SLD"|4950000|"63"|"West"||319|"BEF"|"01915"|"N"|"Waterfront/Beach/New Construction –NEW PRICE! Seize this rare opportunity to purchase a 1.83 acre waterfront building lot on Boston’s North Shore Gold coast, including 228 ft of a privately owned section of white sandy WEST BEACH, situated in a private enclave of magnificent waterfront homes. Enjoy the intimacy and splendor of the majestic ocean with its ever-changing, ebbing tides and colorful skies. Elevated above the beach, the land affords superb and immediate views of the many offshore islands, including Misery Island, and Marblehead. The property has an approved building plan and foundation for a luxurious 17000 sf Shingle style home with infinity pool. The owner will remove the foundation if a different custom home is desired. There is a 2000 lb. deep water mooring included. Located just 1/4 mile from the charming village of Beverly Farms, with cafe's, local shopping, and Beverly Farms train service to Boston."|39|4/19/2024 12:15:00 PM|0|"N"|"TM326737"|"AN6216"|4787500|10/28/2024||"Essex"|"MA"|"A"|79750|1.83|"B"|"B,D,F,Q,X"|"A"|"Y"|"A,I,L,W"|"Y"|"J,L"|"N"|"B"|"N"
"LD"|73226316|"E0000MPM"|"E23101"|"SLD"|150000|"0"|"Straits Road"||529||"01038"|"N"|"Beautiful mostly rectangular, 1 plus acre building site, set on quiet gravel, town maintained road. Lot is level open field ready for your new home. Site faces West overlooking Black Birch Vineyards. Spectacular Western view!  Situate your home for great solar exposure. Potential for very private back yard.  Wild life galore. Minutes to the Interstate and Northampton.  Enjoy Hatfield’s school system and low tax rate.  Currently best building lot available in town. Priced to sell."|8|4/19/2024 3:14:00 PM|0|"N"|"CN209810"|"AN5913"|142500|7/29/2024||"Hampshire"|"MA"|"A"|48611|1.12|"A,D,E"|"D,Q,R"|"A,K"|"N"||"N"||"N"|"C"|"N"
"LD"|73226590|"M9500558"|"M80012"|"SLD"|77500|"0"|"King Richard Dr"||572||"01223"|"N"|"Welcome to Lake Life on Robin Hood Lake in the Sherwood Forest district!  Build your seasonal retreat or year round escape and enjoy the views of this pristine lake!   Bring your kayaks & fishing poles and enjoy access to the 5 lakes within this quiet community. Roads are maintained year round by the Sherwood Forest Road District. Electric at street.  This listing is also being sold with Lot 0 Black Arrow Way which is across the street.  All parcels are being sold together.  The yellow highlighted parcels in the photos are the properties, #177&178 together on the map make up this property and #154 across the street is the other lot. 2024 tax for lot 0 Black Arrow Way - $176, assessed at $18,000  Buyers and Buyers agents to preform due diligence for intended use."|12|4/21/2024 1:52:00 PM|0|"N"|"M8001231"|"AN6797"|51500|9/12/2024||"Berkshire"|"MA"|"A"|23958|0.55||"X"|"A"|"Y"|"C"|"Y"|||"B"|"N"
"LD"|73226861|"TM300403"|"AN5652"|"SLD"|129900|"17"|"View Street"||117||"02538"|"N"|"This is a great opportunity to build a home that is conveniently located close to Glen Charlie Pond, Spectacle Pond, saltwater beaches, shopping, restaurants, expressway, Cape Cod Canal, Onset, and easy access to the Bourne Bridge. This lot should adhere to M.G.L. Chapter 40A Section 6 as is a pre-existing, nonconforming lot."|2|4/22/2024 1:08:00 PM|0|"N"|"tm300403"|"an5652"|98000|8/21/2024||"Plymouth"|"MA"|"A"|7440|0.17|"A,E"|"D,J,Q"|"A,D"|"N"||||"N"|"C"|"N"
"LD"|73226921|"BB810287"|"AN1114"|"SLD"|750000|"141"|"Bump Rock Road"||213|"PIN"|"02360"|"N"|"A rare opportunity to own a one-of-a-kind, historic Chiltonville home site located w/in The Pinehills Master Plan. Get the serenity, privacy, & beauty of Chiltonville, w/ the lifestyle & amenities of The Pinehills. The site is available to build 1 home w/in a 1-acre buildable area, on 7 acres in total. Private location is adjacent to 400 acres of The Pinehills Northerly Nature Preserve. Many of the surrounding neighbors have family ties & land ownership going back to the original Mayflower families. Your daily walks pass highland cattle, a historic trout pond & hatchery, Forge pond & cranberry bogs, & 100s of yrs of Plymouth history. Broad discretion to build a home that truly suits you with no bedroom limitations other than a primary suite on the 1st floor, plus possibility for small scale agricultural use. Future home will be a single-owner district of The Pinehills Master Planned Community & subject to recorded covenants.The buildable area has been staked for easy identification."|12|11/8/2024 10:57:00 AM|0|"N"|"CN207661"|"AN1723"|750000|2/21/2025||"Plymouth"|"MA"|"A"|308215|7.08|"B,D,F"|"I,N"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73226976|"FR800705"|"AN3817"|"SLD"|49000|"0"|"Dogwood Street"||155|"WIL"|"02719"|"N"|"Discover your slice of paradise in the heart of Fairhaven's desirable West island location! This expansive 12,000 square foot lot is ready for your vision. Nestled in serene surroundings with private beach rights, it offers an unparalleled opportunity to create your dream escape. Don't miss out on this prime location—reach out today for more information and make it yours!"|11|4/22/2024 4:27:00 PM|0|"N"|"FR800705"|"AN3817"|49000|9/16/2024||"Bristol"|"MA"|"A"|12001|0.28||"I"|"A"|"N"|||||"B"|"N"
"LD"|73227018|"CN204592"|"AN8119"|"SLD"|100000|"0"|"Montgomery St"||153||"02347"|"N"|"Beautiful RECREATIONAL 8+ acre parcel of raw land in Lakeville, MA could be yours... call the list agent today!!"|4|1/29/2025 2:52:00 PM|0|"N"|"CN208796"|"AN8165"|85000|5/23/2025||"Plymouth"|"MA"|"A"|360110|8.27|"A"|"B"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73227296|"CN226079"|"AN4474"|"SLD"|105000|"0"|"Yale Rd"||532||"01026"|"N"|"Tranquility abounds on this 40 acre lot nestled on a quiet country road in Cummington!  Pick the perfect spot on this parcel to build your dream home or weekend getaway. Just 30 minutes to Northampton and the Berkshires, this wooded lot is a perfect escape from the hustle and bustle of city living. This land offers bountiful mature trees, a babbling brook and remnants of old stone walls, a true piece of natural beauty. Make an appointment to explore today!"|12|4/23/2024 8:14:00 PM|0|"N"|"CN226079"|"AN4474"|95000|9/6/2024||"Hampshire"|"MA"|"A"|1768536|40.6|"A,D,E"|"D,I,K,U"|"A"|"N"||"N"||"N"|"E"|"N"
"LD"|73227327|"TM351531"|"AN4866"|"SLD"|199500|"0"|"Old Chester Rd"||834||"01008"|"N"|"Looking for a property with privacy yet still close to town? This land has rolling topography – small streams and tons of trees and stone. Only 15 +/- minutes to Westfield and 30-45 minutes to the center of the Berkshires! Enough frontage here for at least three building lots. Great potential to subdivide or build your own compound. Or just looking to put up a tree stand with peace and quiet. Here you go!"|4|4/23/2024 12:49:00 PM|0|"N"|"M8001376"|"M95313"|160000|9/13/2024||"Hampden"|"MA"|"A"|2063872|47.38||"I"|"A"|"N"|||||"C"|"N"
"LD"|73227401|"CN252304"|"AC1338"|"SLD"|80000|"75"|"Hiland Rd"||430||"01507"|"N"|"ATTN Builders! Building permit ready.Grandfathered/protected ANR lot located in a peaceful private neighborhood that abuts Cranberry Meadow Pond! Excellent soil tests sand & gravel. Approved 3 bedroom septic design, driveway permit bond done, well drilled and first round of testing complete. No wetlands on property. Stormwater permits are not needed for this lot. Just bring your house design. Please see attached legal letter for protected status of lot."|4|4/27/2024 9:23:00 PM|0|"N"|"CN252304"|"AC1338"|78000|11/22/2024||"Worcester"|"MA"|"A"|31350|0.72|"B,D"|"D,I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73227524|"CN229097"|"AN6243"|"SLD"|1050000|"355"|"Chestnut St"||38||"02093"|"N"|"A LARGE PARCEL OF LAND IN DESIRABLE WRENTHAM! This is a 78.9 acre lot that could accommodate a large subdivision of new single-family homes, with each parcel consisting of 2 acres. Another option for a developer would be to establish an active adult community, thereby vastly multiplying the homes permitted per lot. This parcel is in a lovely, well-established residential neighborhood. It has beautiful, wooded views throughout. The lot is located off Chestnut and Mount Street, close to Route 1A South, the Wrentham outlets, I495 and I95. This is a great opportunity for a savvy developer to create Wrentham's next cluster of dream, brand new homes!"|1|4/24/2024 4:38:00 PM|0|"N"|"CN229097"|"AN6243"|700000|9/27/2024||"Norfolk"|"MA"|"A"|3436895|78.9|"A"|"B,D,E,G,I,X"|"A,B"|"N"||"N"||"N"|"E"|"N"
"LD"|73227559|"K8000056"|"K01275"|"SLD"|160000|"8"|"Hough Rd"||434||"01590"|"N"|"Builders/Developers take notice!  Do you need your next project, well look no further! There is not enough inventory for Buyers so we need some new construction homes to be built!  This is an approved ANR lot located in South Sutton area close to Route 146 for easy commuter access. 1.84 acre lot with public water & town sewer available in street see sewer tie-in layout attached to listing. Water hook up is through Whitinsville Water District.  Great location across the street from the ball field and new playground to be renewed by the Town of Sutton!!  Close to golfing, shopping and great highway access!"|2|4/23/2024 6:18:00 PM|0|"N"|"CN207194"|"AN5720"|147000|8/30/2024||"Worcester"|"MA"|"A"|80000|1.84|"A,C,E"|"D,G,O"|"A"|"N"|||||"B"|"N"
"LD"|73227624|"CN252282"|"H22100"|"SLD"|43000|"0"|"Secret Lake Road"||470||"01331"|"N"|"Nestled in the tranquil vicinity of Secret Lake, this picturesque 0.6-acre lot at 28,645 sq. ft. with 125 feet of street frontage offers a blissful setting for your dream home. Enjoy the serenity of a quiet neighborhood and the beauty of partial lake views, coupled with convenient association access to the lake just across the street. This prime location boasts paved roads and is already equipped with electricity at the street, ensuring a seamless transition from the planning phase to building your ideal year-round or summer retreat. Embrace the charm of country living while having the luxury of a vacation-like ambiance year-round. Prospective buyers are advised to conduct due diligence for building specifications, permits, and verification of lot lines. Make this very desirable spot your own and transform everyday living into a perpetual getaway."|7|7/29/2024 3:22:00 PM|0|"N"|"H2502020"|"AN1929"|40000|7/29/2024||"Worcester"|"MA"|"A"|28645|0.66|"A,C"|"I"|"A"|"N"||"Y"|"G"||"B"|"N"
"LD"|73227750|"TM344405"|"AN2383"|"SLD"|199900|"831"|"Sconticut Neck Rd"||155|"11E"|"02719"|"N"|"Dramatic Price Improvement: Discover the potential of your coastal retreat on this expansive parcel at the southern end of Fairhaven's scenic Sconticut Neck. This spacious three-quarter acre corner lot is ideally situated near local beach access and the amenities of Fairhaven. For those seeking a unique opportunity, this parcel can be purchased with 833 Sconticut Neck Road (MLS #73227765), offering more creative building possibilities. Imagine a custom-built home with stunning water views of Buzzards Bay from this prime location. The three-bedroom septic design is completed and approved, with town water available at the street. For more details on how this property can become your perfect seaside home, please inquire."|5|7/15/2024 11:35:00 AM|0|"N"|"FR800154"|"AN8677"|150000|6/6/2025||"Bristol"|"MA"|"A"|32047|0.74|"A"|"C,D,I"|"A"|"N"||"Y"|"J"||"B"|"N"
"LD"|73227765|"TM344405"|"AN2383"|"SLD"|199900|"833"|"Sconticut Neck Rd"||155|"11E"|"02719"|"N"|"Dramatic Price Improvement: Discover the potential of your coastal retreat on this expansive parcel at the southern end of Fairhaven's scenic Sconticut Neck. This spacious three-quarter acre corner lot is ideally situated near local beach access and the amenities of Fairhaven. For those seeking a unique opportunity, this parcel can be purchased with 831 Sconticut Neck Road (MLS #73227750), offering more creative building possibilities. Imagine a custom-built home with stunning water views of Buzzards Bay from this prime location. The three-bedroom septic design is completed and approved, with town water available at the street. For more details on how this property can become your perfect seaside home, please inquire."|5|7/15/2024 11:36:00 AM|0|"N"|"FR800154"|"AN8677"|150000|6/6/2025||"Bristol"|"MA"|"A"|45755|1.05|"A"|"C,D,I"|"A"|"N"||"Y"|"J"||"B"|"N"
"LD"|73228040|"E000CMBO"|"AN5912"|"SLD"|39000|"0"|"March Rd (Buckland town line)"||520||"01330"|"N"|"Create your own private paradise at the Ashfield/Buckland town line - yet less that 5 miles to Shelburne Falls or Ashfield.  An old farm road winds in to a private pasture, the perfect spot to site your dream home and overlook the pond.  Opportunity for southern exposure invites energy efficient home.  Where the old farm road meets March Road got washed out, and must be remedied to access the lot, but current owner has done all of the heavy lifting for you - in hand to pass to new owner are  wetlands delineation, engineering design to repair dam and old farm road access, and conservation commission permits, along with a perc test.  Best to consult your own excavator on costs to execute the engineering plan and adhere to conditions of conservation permit.  At Buckland/Ashfield town line, west side of March Road.  Old farm road is just south of dam.  Sign at old farm road."|7|4/24/2024 12:26:00 PM|0|"N"|"E000cmbo"|"AN5912"|20000|11/1/2024||"Franklin"|"MA"|"A"|348480|9.1|"A,C,D,E"|"E,F,G,X"|"A"|"Y"|"E"|"Y"|"K"|"N"|"B"|"N"
"LD"|73228756|"K0001698"|"K01169"|"SLD"|100000|"46"|"Atwater Ave."||424||"01585"|"N"|"This is an approved grandfathered lot for building. Nearly level area for construction. Seller will perk lot with accepted offer. Plenty of options for your dream house plans. All buyers and their agents to do their due diligence. Lake access is across street. Can be purchased with 25 Lake Shore Dr. Ext. listing #73228757."|2|4/25/2024 10:59:00 AM|0|"N"|"M8001516"|"AC1693"|90000|6/30/2025||"Worcester"|"MA"|"A"|29620|0.68|"B,H"|"X,O"|"A"|"N"|||||"B"|"N"
"LD"|73228819|"BB807267"|"AN8381"|"SLD"|275000|"112"|"Broad Street, Lot 11"||175|"28G"|"02769"|"N"|"Build your dream home on this beautiful country lot. Only 20 minutes to the Attleboro Train station. Seller is providing an approved septic design which must be verified with the Town of Rehoboth. Lot includes perc, soil test and boundary. Disclosure - Subject to Release of Chapter 61A. Restrictive Covenants apply see Bk 28049 Pg 283."|7|4/25/2024 12:13:00 PM|0|"N"|"CN225238"|"AC1508"|275000|8/23/2024||"Bristol"|"MA"|"A"|287931|6.61|"A,C,E"|"G,K"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73228860|"G0001027"|"AN7828"|"SLD"|519900|"80"|"Hampstead Street"||365||"01844"|"N"|"Build your Dream Home! Development opportunity! Two fantastic approved lots totaling roughly 12 acres in total located in East Methuen! Conveniently located with easy access to 495,93 and Salem NH shopping! See attached approved plans and documentation. Don't miss this great opportunity! Seller financing is available for up to $200,000 for 1 year at 5%APR."|1|4/25/2024 1:10:00 PM|0|"N"|"CN220734"|"AC0904"|455000|6/6/2025||"Essex"|"MA"|"A"|522762|12|"A"|"G"|"A"|"N"|||||"B"|"N"
"LD"|73229035|"K8000356"|"AN7401"|"SLD"|99900|"10"|"Pauls Dr"||421||"01562"|"N"|"Ready to build your dream home? Look no further! This 1.6-acre lot, nestled within the picturesque town of Spencer, MA, boasts approved design plans and is situated in a well-established neighborhood of impressive homes. Complete with surveying, engineering, site plan, and septic plan, all the groundwork has been completed for you. Enjoy the convenience of a uniquely positioned parcel within a tranquil cul-de-sac setting. With the tedious tasks of engineering, surveying, and design already taken care of, seize the opportunity to save both time and money by starting construction on your dream home today! Architectural plans available with an acceptable offer."|7|4/25/2024 4:52:00 PM|0|"N"|"CN237794"|"AN6245"|92500|10/31/2024||"Worcester"|"MA"|"A"|69583|1.6||"B"|"A"|"N"|||||"C"|"N"
"LD"|73229324|"CT003187"|"AN5429"|"SLD"|249900|"129"|"Cameron Way"||175||"02769"|"N"|"Vacant land in the highly desired Rehoboth neighborhood! This lot can be purchased in conjunction with the lot for sale at 129 Starr Lane (Rocky Run II - private gated community), combined will include over 6.5 acres! 2 buildable lots with driveway access on Cameron Way & Starr Lane."|2|4/26/2024 11:59:00 AM|0|"N"|"FR000768"|"AN5038"|225000|1/9/2025||"Bristol"|"MA"|"A"|127954|2.94|"A,C,I"|"B,G,I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73229325|"CT003187"|"AN4888"|"SLD"|299900|"30"|"Starr Ln"||175||"02769"|"N"|"Remarkable Lot in desirable Starr Ln Estates, Gated community,  Build your dreamhouse on this picturesque pond front lot together with privacy and exclusivity. This wonderful property can be purchased with adjoining lot at 129 Cameron Way for a spectacular home site or family compound."|4|4/26/2024 11:59:00 AM|0|"N"|"CN236605"|"AN3717"|230000|9/10/2024||"Bristol"|"MA"|"A"|158446|3.64|"A,C,I"|"B,G,I,X"|"A"|"Y"|"E"|"Y"|"K,L"|"N"|"B"|"N"
"LD"|73229348|"K8001395"|"K95310"|"SLD"|125000|"660"|"Mendon Rd LOT 4"||435||"01588"|"N"|"Abutting West Hill Dam conservation and wildlife management areas, this beautiful lot is lightly wooded with oaks, maples and pines!  Many trails on lot and nearby. This lot is ANR (approval not required). Engineering has been done to divide the lot from a neighboring property and will be recorded at time of sale. Historic perc info and soil testing (fine loamy sand) is provided. Nearby food shopping, restaurants, and medical care. Close to both Milford and Rte 146. Lots of privacy and nature will surround you. Come build your dream home TODAY!"|5|4/26/2024 12:50:00 PM|0|"N"|"BB802963"|"BB4015"|122500|8/29/2024||"Worcester"|"MA"|"A"|63597|1.46|"A,C"|"B,E,U"|"A"|"N"||"U"|||"B"|"N"
"LD"|73229349|"K8001395"|"K95310"|"SLD"|240000|"660"|"Mendon Rd LOTS 3&4"||435||"01588"|"N"|"Looking for your next building project or a large private house lot? Keep it as one lot or build on both! This lovely nature filled land abuts conservation and wildlife management area yet is close to all conveniences. Trails abound! Historic perc test results, soil surveys and deep hole documentation is available. Lots are considered ANR (approval not required).  Proposed shared driveway plan provided. They don't make more land  - get it while it lasts - a gorgeous setting for a builder or homeowner to make their own!"|10|4/29/2024 9:37:00 AM|0|"N"|"BB802963"|"BB4015"|245000|8/29/2024||"Worcester"|"MA"|"A"|152460|3.5|"A,C,E"|"E,F,I,U"|"A"|"N"|||||"B"|"N"
"LD"|73229351|"K8001395"|"K95310"|"SLD"|125000|"660"|"Mendon Rd LOT 3"||435||"01588"|"N"|"Beautiful land near conservation area - lightly wooded with oaks, maples and pines, and all the beauty of the natural surroundings! This lot is ANR (approval not required). Engineering has been done to divide the lot from a neighboring property and will be recorded at time of sale. Historic perc info and soil testing (fine loamy sand) is provided. Nearby walking trails, and minutes to food shopping, restaurants, and medical care. Close to both Milford and Rte 146. Lots of privacy will surround you. Come build your dream home TODAY!"|4|4/26/2024 12:51:00 PM|0|"N"|"BB802963"|"BB4015"|122500|8/29/2024||"Worcester"|"MA"|"A"|88862|2.04|"A,C"|"B,E,U"|"A"|"N"||"N"|||"B"|"N"
"LD"|73229421|"A8001007"|"AN6523"|"SLD"|4950000|"135"|"Putnam Avenue"||101|"COT"|"02635"|"N"|"Extraordinary 6.94-acre waterfront parcel with stunning panoramas of Cotuit Bay, Oyster Harbors, and beyond to Nantucket Sound. Privately set in the heart of Cotuit, the property's treelined drive winds through sprawling woodlands, rolling topography, and meandering paths that lead to a protected bluff with stairs to 200+ feet of sandy beach. Conceptual designs have been done by Polhemus Savery DaSilva with approvals in place for an expansive main residence, second structure, pool, and tennis court. This exceptional offering presents a rare opportunity to create a waterfront estate with incredible privacy, magnificent views, and a shared dock. Current assessment and taxes are based on 11.75-acres. The information contained herein has been obtained through sources deemed reliable but cannot be guaranteed as to its accuracy. Buyers are encouraged to do their own due diligence through independent verification."|14|7/9/2024 9:34:00 AM|0|"N"|"A8001007"|"AN6523"|3200000|11/4/2024||"Barnstable"|"MA"|"A"|302306|6.94||"X"|"A"|"Y"|"A,F,H,I,R,W"|"Y"|"A,J,L"||"B"|"N"
"LD"|73229620|"CN218939"|"NB4230"|"SLD"|1100000|"1746"|"Broadway"||171||"02767"|"N"|"LAND and Building FOR SALE ~ OUTSTANDING LOCATION - 9+ ACRES.  Approx. 1.5-2 AC Buildable  - MINUTES TO 495 AND 24- Ideal for Contractor Bays, Retailers, Distributors, Industrial Users, Restaurants, Storage, Fabrication, Assembly, Warehouse, Manufacturing, Processing, Distribution, Wholesale, Banks, Hospitals, Nursery, Education, Parking, etc.- Perfect location for any who want quick access to major highways, visibility & high traffic count.- Multiple and varied uses allowed by right.- Zoned Industrial- Business District and Residential A uses also Allowed by Right - Building 4,800 sf- Town Water- Private Septic- Sewer at Street"|3|4/27/2024 1:13:00 PM|0|"N"|"CN218939"|"NB4230"|950000|2/12/2025||"Bristol"|"MA"|"F"|418176|9.6|"A"|"D,G"|"B,G,H,J,K,D"|"N"|||||"A"|"N"
"LD"|73229890|"C9501052"|"C03800"|"SLD"|3300000|"0"|"Franklin Ave"||16||"02155"|"N"|"1.96 acres with 118.30 feet of contiguous frontage on Franklin Avenue in West Medford abutting the Middlesex Fells Reservation that presents a unique opportunity for development.  The site is mostly open though the perimeter and far western portion of the site are wooded.  Most of the site, including the cleared portion, is generally level.  The wooded portion of the site to the far west slopes moderately downward to the west.  Overall topography ranges from approximately 92 to 114 feet.  No engineering has been done; however, the site has no apparent wetlands or exposed ledge and is improved with only small sheds.  Public water, sewer, natural gas, and electric service are available on Franklin Avenue.  The property is near Medford High School and Mary Kenney Way, a new 10-lot single-family subdivision that is currently under construction.  A marketing package and conceptual development plan are available."|7|4/29/2024 9:54:00 AM|0|"N"|"M9502489"|"AN6660"|3380000|4/29/2025||"Middlesex"|"MA"|"A"|85377|1.96|"A"|"D,I,Q,U"|"A"|"N"|||||"B"|"N"
"LD"|73230090|"A0001486"|"A95412"|"SLD"|249000|"90"|"Redwood Drive"||206||"02338"|"N"|"16.24 acres close to shopping and public transportation. There are two buildings on the property - a 3 bedroom, 1 bath bungalow and an outbuilding used for storage. This property is being sold AS IS. The buyer is responsible for the Title 5 and smoke certificate. Buyers and their agents to perform due diligence. This is an estate sale so a License to Sell is needed."|7|4/29/2024 3:29:00 PM|0|"N"|"A0001486"|"A95412"|250000|8/14/2024||"Plymouth"|"MA"|"A"|707415|16.24||"D,G,I,K,Q,U"|"A"|"N"||"N"||"N"|"A"|"N"
"LD"|73230116|"BB982902"|"BB9987"|"SLD"|219900|"136 - 140"|"Irving Street"||161||"02723"|"N"|"TRIPLEX  LOT!!!!  Please refer to the attached plan.  SIX PARKING SPOTS!!!  Fantastic Opportunity."|0|4/29/2024 4:37:00 PM|0|"N"|"FR000926"|"AN6462"|195000|8/29/2024||"Bristol"|"MA"|"A"|7231|0.17|"A"|"D"|"B"|"N"||||"N"|"B"|"N"
"LD"|73230120|"K9502934"|"AN4212"|"SLD"|39900|"Lot 18"|"Conway Rd"||522||"01342"|"N"|"Beautiful open field property that could be a small homestead.  Take charge of where you food comes from and raise your own here.  Near Yankee Candle main store. This lot has a passing perc test that the seller will give to the buyer.  Handy to the highway or the area colleges.  Just over 200 feet of frontage.and zoned RA(Residential/Agricultural) Review the Deerfield zoning bylaws for exact usages.  NOTE: This property would require a raised system for the septic and special approval would be needed."|14|6/17/2024 9:57:00 AM|0|"N"|"K9502934"|"AN4212"|28500|1/31/2025||"Franklin"|"MA"|"A"|128438|2.95|"A,C,E,M"|"D,Q,R"|"A,E"|"N"|||||"B"|"N"
"LD"|73230485|"CN254367"|"E21301"|"SLD"|29000|"2"|"W State St"||860||"01033"|"N"|"Now is your chance to own this 5 acre parcel! This lot is centrally and conveniently located. The lot is wooded, giving you the opportunity to selectively clear, and maintain privacy! Seller has no knowledge on property or property history. Buyer to verify use. Buyer responsible for due diligence regarding site conditions, and costs associated with site work and permitting for home construction. This may not be a buildable lot. This sale is subject to seller obtaining a License to Sell from Probate Court. Highest and Best Deadline set for Monday 5/6/24 at 5pm"|15|4/30/2024 12:56:00 PM|0|"N"|"CN254367"|"E21301"|45000|12/19/2024||"Hampshire"|"MA"|"A"|217725|5|"A,C,E,I,N"|"D,I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73230519|"M8000304"|"AN3870"|"SLD"|190000|"385"|"High St."||511||"01301"|"N"|"This property is zoned ""General Commercial"", which comes with all sort of potential uses for this 1.53 acre lot.  According to the city's zoning bylaws, General Commercial zoning allows the following uses: mixed use, garden center, professional office, retail, trade shops, construction center, theater, photocopying and data processing, self-storage, medical center, two and three family dwelling, and other uses by special permit."|1|4/30/2024 1:32:00 PM|0|"N"|"E00000DM"|"AN5910"|190000|8/2/2024||"Franklin"|"MA"|"F"|66646|1.53|"A,C,E"|"D,H"|"G,H,D"|"N"||"N"||"N"|"B"|"N"
"LD"|73230784|"CN223835"|"AN5003"|"SLD"|165000|"23"|"Lorenzo St, Lot 2"||401|"EWR"|"01604"|"N"|"Ready to build that dream home? Look no further. This great flat lot is and ready for your plans. There is electricity and gas nearby. The lot is  80.00 sq ft X 91.50 sq. ft. Proximity to stores, restaurant and highway. Don't miss on this great opportunity."|16|4/30/2024 9:32:00 PM|0|"N"|"K8002041"|"K95087"|165000|11/1/2024||"Worcester"|"MA"|"A"|7320|0.17|"A,C"|"D"|"A"|"N"||"N"|||"A,B"|"N"
"LD"|73231700|"TM326908"|"AN4452"|"SLD"|250000|"213"|"Long Hill Rd Lot 5"||424||"01585"|"N"|"Escape the hustle and bustle and indulge in the serene beauty of West Brookfield's countryside. Nestled on 18.2 acres of pristine land, this property offers an unparalleled opportunity to build your dream retreat. Lot 5 offers breathtaking views with over 650' of frontage. The lot Perc'd on April 27, 2024. Great commuter location with easy access to the MA Pike, Rts. 9, 84 & 20! Easy drive to Boston, Hartford, Springfield & Worcester."|9|5/1/2024 5:45:00 PM|0|"N"|"H1111111"|"H11111"|240000|9/4/2024||"Worcester"|"MA"|"A"|792792|18.2|"A"|"D,E,I,Q,R,X"|"A,E"|"N"||"N"||"N"|"B"|"N"
"LD"|73231818|"TEAM0438"|"AN7279"|"SLD"|280000|"17V & 19V"|"Ely Rd"||855||"01095"|"N"|"Mountain Top lot with over four acres of land to build your dream home with scenic views overlooking the Pioneer Valley. It is currently 2 lots but being sold as an Estate lot and may be subdivided into three buildable lots. Partially cleared from Ely Road."|4|5/1/2024 8:32:00 PM|0|"N"|"TM320785"|"AN6764"|267000|7/29/2024||"Hampden"|"MA"|"A"|200812|4.61|"A,E"|"H,X"|"A"|"N"||"N"|||"B"|"N"
